"event","experiment time","system time","system time text"
"START",0.000000000E0,1779737594.225,"2026-05-25 21:33:14.225 UTC+02:00"
"PAUSE",2.316058992E1,1779737617.385,"2026-05-25 21:33:37.385 UTC+02:00"
"START",2.316058992E1,1779737624.650,"2026-05-25 21:33:44.650 UTC+02:00"
"PAUSE",2.736403062E1,1779737628.854,"2026-05-25 21:33:48.854 UTC+02:00"
