Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m)
0.703925874,45.0809636,9.2008892,63.4452716,,,20.89999962,2.498231888
1.274375077,45.0809636,9.2008892,63.4452716,,,24.88999939,3.296231747
1.558925874,45.08081167,9.200683333,59.14525981,0.1734613925,221.4100037,4.599999905,24.20000076
2.465925874,45.08081167,9.200686667,59.4452674,0.1060327813,185.5599976,2.299999952,17.89999962
2.965925874,45.08080333,9.200686667,59.04529253,0.05198694393,204.8300018,2.0,18.0
3.465925874,45.08080333,9.200686667,59.04529253,0.05147222057,184.6600037,1.799999952,18.39999962
4.465925874,45.08080333,9.200686667,59.04529253,0.03603055701,136.0899963,1.700000048,17.20000076
5.465925874,45.08080333,9.200686667,59.04529253,0.06691388786,165.6399994,2.200000048,16.89999962
6.465925874,45.08080333,9.200686667,59.04529253,0.0,165.6399994,1.899999976,14.80000019
7.465925874,45.08080333,9.200686667,59.04529253,0.0,165.6399994,1.700000048,13.5
8.465925874,45.08080333,9.200693333,60.34530771,0.0,165.6399994,1.600000024,13.30000019
9.465925874,45.08080333,9.200691667,60.24530392,0.1075769439,339.7200012,1.600000024,12.30000019
10.46592587,45.08081,9.200693333,60.2452876,0.6959044337,15.76000023,1.5,10.19999981
11.46592587,45.08082167,9.200695,60.5452562,1.942561626,5.940000057,1.5,10.30000019
12.46592587,45.08083833,9.200691667,60.54519834,1.820572495,7.210000038,1.5,10.5
13.46592587,45.08085333,9.200691667,60.54515309,2.056315184,8.729999542,1.600000024,10.60000038
14.46592587,45.08087333,9.200681667,59.94507,1.915281415,4.78000021,1.600000024,11.10000038
15.46592587,45.08089333,9.200678333,59.54500208,2.21227622,5.21999979,1.600000024,11.39999962
16.46592587,45.08091333,9.200678333,59.34494175,2.201981783,9.510000229,1.600000024,11.10000038
17.46592587,45.08093833,9.200688333,59.6448891,2.234409094,11.07999992,1.600000024,11.5
18.46592587,45.08096167,9.2007,59.74484527,2.219482183,16.12000084,1.600000024,11.5
19.46592587,45.08098333,9.200708333,60.14479888,2.203525782,8.56000042,1.700000048,11.0
20.46592587,45.08100333,9.200716667,60.04475752,1.934326053,7.900000095,1.700000048,11.0
21.46592587,45.081025,9.200726667,60.04471492,2.156686068,19.28000069,1.700000048,10.19999981
22.46592587,45.081045,9.200736667,60.14467735,2.208673,10.65999985,1.700000048,10.39999962
23.46592587,45.08106167,9.200745,60.24464604,2.246762514,21.07999992,1.700000048,10.69999981
24.46592587,45.08108,9.200751667,60.54460591,2.276616335,15.72000027,1.600000024,10.10000038
25.46592587,45.0811,9.200756667,60.74455695,2.239556313,18.23999977,1.600000024,10.30000019
26.46592587,45.08111833,9.200765,60.94452062,2.179848671,17.40999985,1.600000024,10.0
27.46592587,45.08113333,9.20077,60.84448675,2.104699135,8.68999958,1.5,9.800000191
28.46592587,45.081145,9.200778333,60.84447052,2.024402618,24.37000084,1.5,9.600000381
29.46592587,45.08115667,9.200783333,60.6444467,1.909619451,15.43000031,1.5,9.300000191
30.46592587,45.08116667,9.200783333,61.04441654,1.711966157,25.97999954,1.5,9.199999809
31.46592587,45.08116667,9.200781667,61.14441274,1.481885314,347.3200073,1.5,8.899999619
32.46592587,45.08116667,9.200781667,61.34441274,1.25077498,340.6000061,1.399999976,8.100000381
33.46592587,45.08116667,9.200781667,61.34441274,1.010399699,250.6999969,1.399999976,7.699999809
34.46592587,45.08116667,9.200781667,61.34441274,0.7895838618,174.1799927,1.299999952,7.699999809
35.46592587,45.08116667,9.200781667,61.34441274,0.6089164019,20.12000084,1.299999952,7.699999809
36.46592587,45.08116667,9.200781667,61.34441274,0.0,20.12000084,1.299999952,7.699999809
37.46592587,45.08117333,9.200776667,62.14438125,0.0,20.12000084,1.299999952,7.699999809
