"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.779268882756904E9,"2026-05-20 11:21:22.757 UTC+02:00"
"PAUSE",3.689903520839289E1,1.779268919655654E9,"2026-05-20 11:21:59.656 UTC+02:00"
