"event","experiment time","system time","system time text"
"START",0.000000000E0,1779737960.075,"2026-05-25 21:39:20.075 UTC+02:00"
"PAUSE",2.961734331E1,1779737989.692,"2026-05-25 21:39:49.692 UTC+02:00"
