"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.082000256E-2,4.550612248E1,9.156597992E0,1.367041455E2,NaN,NaN,8.765206855E1,3.001022298E1
5.460749865E-1,4.550597715E1,9.157066999E0,1.345842714E2,NaN,NaN,5.330925948E1,3.000000000E1
5.903984308E-1,4.550588307E1,9.156870008E0,1.477707100E2,0.000000000E0,3.315234375E2,2.138034155E1,8.000000000E0
2.345407367E0,4.550590404E1,9.156851596E0,1.375874214E2,0.000000000E0,3.315234375E2,4.644840465E0,4.000000000E0
3.345414758E0,4.550592385E1,9.156849090E0,1.378261909E2,0.000000000E0,NaN,4.029704174E0,4.000000000E0
4.345421433E0,4.550592997E1,9.156846714E0,1.384009590E2,0.000000000E0,3.315234375E2,3.636677088E0,3.000000000E0
5.345428228E0,4.550593257E1,9.156843684E0,1.379643745E2,6.100000143E-1,3.315234375E2,3.462729501E0,3.000000000E0
6.345058203E0,4.550592697E1,9.156850776E0,1.368507271E2,1.370000005E0,1.406250000E2,3.393998553E0,3.000000000E0
7.345052242E0,4.550591803E1,9.156865411E0,1.366687813E2,1.370000005E0,1.374609375E2,3.440435488E0,3.000000000E0
8.345057368E0,4.550590667E1,9.156887068E0,1.364952583E2,2.210000038E0,1.364062500E2,3.378983085E0,3.000000000E0
9.345053434E0,4.550589232E1,9.156904612E0,1.365963936E2,2.440000057E0,1.458984375E2,3.379337362E0,3.000000000E0
1.034504509E1,4.550587565E1,9.156922258E0,1.364992867E2,2.410000086E0,1.427343750E2,3.416731895E0,3.000000000E0
1.134505141E1,4.550585855E1,9.156938000E0,1.368595772E2,2.410000086E0,1.423828125E2,3.443992813E0,3.000000000E0
1.234504509E1,4.550584084E1,9.156952653E0,1.368131294E2,2.359999895E0,1.427343750E2,3.476546102E0,3.000000000E0
1.334505069E1,4.550582438E1,9.156969602E0,1.368131299E2,2.359999895E0,1.427343880E2,3.064645617E0,4.029364438E0
1.434505892E1,4.550580525E1,9.156985014E0,1.368625074E2,2.359999895E0,1.501171982E2,3.273432598E0,4.029364438E0
1.534505224E1,4.550578472E1,9.157001074E0,1.368294874E2,2.650000095E0,1.490625124E2,3.653702387E0,4.029364438E0
1.634504354E1,4.550576470E1,9.157017693E0,1.368867995E2,2.650000095E0,1.490625124E2,3.804647526E0,4.029364438E0
1.734504950E1,4.550574559E1,9.157033148E0,1.369582716E2,2.559999943E0,1.490625120E2,3.917222609E0,4.029364438E0
1.834504688E1,4.550572606E1,9.157048877E0,1.369388014E2,2.559999943E0,1.494140744E2,4.047179328E0,4.029364438E0
