"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.632374986E-3,4.742873082E0,8.241563339E0,6.177488027E0,1.133929317E1
1.860237500E-2,-2.127924275E0,4.647828346E0,1.497002982E0,5.326479886E0
2.857237501E-2,-1.584750247E0,2.296386943E0,-4.901667672E0,5.640139387E0
3.854137502E-2,5.088927530E-1,5.307331122E0,-2.416839001E0,5.853874463E0
4.851137497E-2,-2.737587431E0,2.805365139E0,-5.955406684E-1,3.964735451E0
5.848137499E-2,2.581674057E0,2.460329129E0,-3.905357088E0,5.288674158E0
6.845137500E-2,1.438543543E0,7.014387724E0,-6.738474575E0,9.832501323E0
7.842137502E-2,-1.144435247E0,7.149532081E0,-5.620693933E0,9.166119206E0
8.839137497E-2,-1.452866152E0,6.617182857E0,-2.917868199E0,7.376441137E0
9.836137498E-2,3.077733122E-2,6.609604865E0,-4.541610165E0,8.019603894E0
1.083303750E-1,-5.111313742E0,4.216574849E0,-2.655367393E0,7.138347681E0
1.183003750E-1,-4.463469729E0,1.384543776E0,-3.928151874E0,6.104907914E0
1.282703750E-1,-5.495709114E0,7.217189044E-2,-2.516514148E0,6.044904540E0
1.382403750E-1,-1.017748698E1,4.916119650E0,-1.586241433E0,1.141339719E1
1.482103750E-1,-8.222991997E0,8.401483517E0,-2.125374012E0,1.194653663E1
1.581803750E-1,-7.882430862E0,2.037973048E0,3.344901468E0,8.801955252E0
1.681503750E-1,-7.230831183E0,-4.832212982E0,4.969442164E0,1.001651423E1
1.781203750E-1,-1.626861455E0,-4.888157095E0,5.512383619E0,7.545007034E0
1.880893750E-1,-1.164398591E0,-2.541188228E0,2.149624169E0,3.526236770E0
1.980593750E-1,-1.303273179E0,-2.373964292E0,-4.362859029E0,5.135052711E0
2.080293750E-1,-3.190382947E0,-6.719228464E-1,1.035135511E0,3.420749799E0
2.179993750E-1,-4.588304860E0,4.336937445E0,1.113747232E0,6.411084213E0
2.279693750E-1,-2.458864110E0,3.689892747E0,2.823333925E-1,4.443088265E0
2.379393750E-1,-3.208211400E0,-1.523103491E0,3.617444283E0,5.069355755E0
2.479093750E-1,-6.423557573E0,-5.385506641E0,5.102469828E0,9.813305866E0
2.578783750E-1,-4.403494838E0,-6.747816671E0,6.319098235E0,1.023986324E1
2.678483750E-1,-2.894207149E0,-5.889621999E0,3.309335194E0,7.349542961E0
2.778183750E-1,-3.021005190E0,-4.637348966E0,6.635221517E-1,5.574203031E0
2.877883750E-1,-1.088674225E0,-5.167376261E0,2.755213863E-1,5.287995936E0
2.977583750E-1,9.142466658E-1,-4.937257919E0,3.622993290E-1,5.034245081E0
3.077283750E-1,-3.547853938E0,-4.869643933E0,9.398767662E-1,6.097874051E0
3.176983750E-1,6.769768873E-1,-1.692831789E0,2.594955715E0,3.171399113E0
3.276683750E-1,1.279159993E0,1.292047548E-1,3.104896654E0,3.360554625E0
3.376373750E-1,-1.538316338E0,-2.738055208E-1,4.620318366E0,4.877369006E0
3.476073750E-1,2.213928156E-1,1.296690530E0,4.093196552E0,4.299381249E0
3.575773750E-1,1.230868716E0,-4.591338980E-1,-9.479260433E-1,1.620001702E0
3.675473750E-1,4.133507111E-1,-1.482000488E0,-3.093263619E0,3.454774099E0
3.775173750E-1,4.929344225E-1,-3.234570356E0,-2.939867764E0,4.398664820E0
3.874873750E-1,-1.544336485E0,-2.827040475E0,-2.550630312E0,4.108874300E0
3.974573750E-1,-3.898865802E0,1.529761131E0,-1.991199124E0,4.637477505E0
4.074273750E-1,-1.924024849E0,4.584132579E0,-4.479449000E0,6.691906042E0
4.173963750E-1,-1.690776493E0,-9.585147661E-1,-2.351743703E0,3.050930047E0
4.273663750E-1,-2.973665839E0,-1.329848043E0,-2.527097023E0,4.122790767E0
4.373363750E-1,-2.653957044E0,1.352247557E0,-1.534908142E0,3.350821460E0
4.473063750E-1,1.197416119E-1,-8.160391706E-1,1.945565114E0,2.113168615E0
4.572763750E-1,2.098121017E0,2.098594057E0,-2.076908196E0,3.622120438E0
4.672455416E-1,-4.092332846E-2,6.295224638E0,-2.926589906E0,6.942366775E0
4.772155416E-1,2.114260502E0,5.964682707E0,-4.647505580E0,7.851550507E0
4.871855417E-1,3.412314310E0,1.852381254E0,-4.310664443E0,5.801468193E0
4.971545417E-1,2.954348393E0,-2.947917625E-1,1.036828279E0,3.144851267E0
5.071245417E-1,3.239244328E0,-1.834520934E0,4.807982413E0,6.080696157E0
5.170945416E-1,4.303194040E0,-5.086711582E0,-2.770902527E0,7.215955549E0
5.270645416E-1,2.492247033E0,3.013188632E0,-1.487594227E0,4.183722934E0
5.370345417E-1,5.326670203E0,1.585368561E1,-3.508421193E0,1.708864483E1
5.470045417E-1,5.158860376E0,9.499236860E0,1.225365901E0,1.087891828E1
5.569745416E-1,6.072896542E0,3.322934064E0,2.219140547E0,7.269563121E0
5.669435416E-1,5.492725280E0,-1.301426190E0,-6.275262244E0,8.440536556E0
5.769135416E-1,5.733517129E0,-1.453308786E0,-2.421106884E0,6.391172321E0
5.868835417E-1,8.273693789E0,2.445190688E0,-2.094255130E0,8.877999266E0
5.968535417E-1,4.626081089E0,1.283833029E1,-6.846324713E0,1.526746583E1
6.068235416E-1,5.994451466E0,9.786361461E0,-5.468696147E0,1.271270847E1
6.167935416E-1,4.698818698E0,3.049756534E0,4.665335494E-1,5.621171197E0
6.267635417E-1,2.815709448E0,1.994074785E0,3.668569413E0,5.036164759E0
6.367335417E-1,1.444682096E0,4.328355778E0,9.997820753E0,1.098991310E1
6.467035417E-1,-1.468748505E0,4.782240631E0,7.787127678E0,9.255614788E0
6.566725416E-1,-3.033612664E0,-4.399314079E0,3.071782118E-1,5.352674903E0
6.666425416E-1,-2.553542810E0,-7.056556674E0,-6.165368503E0,9.712226406E0
6.766125417E-1,-3.364534079E0,-2.378689427E0,-6.704733801E0,7.869670153E0
6.865825417E-1,-5.199514897E0,4.055044055E-2,-4.305508368E0,6.750851932E0
6.965525416E-1,-7.631411063E0,-2.325162261E0,-1.943605712E0,8.211115486E0
7.065225416E-1,-5.751863353E0,-1.072531671E0,3.379343323E0,6.756790474E0
7.164925417E-1,-2.899746216E0,2.818397998E0,4.071215115E0,5.738178100E0
7.264615417E-1,-1.594264398E0,3.942853528E0,1.299957077E0,4.447208261E0
7.364315417E-1,-2.580220731E0,-2.732848263E0,5.096899186E0,6.332801904E0
7.464015416E-1,-7.338239564E-1,-6.906231776E0,5.505388595E0,8.862496179E0
7.563715416E-1,-1.848061039E0,-6.313812352E0,-2.655542225E-1,6.584077389E0
7.663415417E-1,-1.115632740E0,1.193650603E-1,9.703097695E-1,1.483369636E0
