"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.779270732172921E9,"2026-05-20 11:52:12.173 UTC+02:00"
"PAUSE",4.302270704181865E1,1.779270775195722E9,"2026-05-20 11:52:55.196 UTC+02:00"
