"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.779270637530344E9,"2026-05-20 11:50:37.530 UTC+02:00"
"PAUSE",4.455368295824155E1,1.779270682083921E9,"2026-05-20 11:51:22.084 UTC+02:00"
"START",4.455368295824155E1,1.779270682167488E9,"2026-05-20 11:51:22.167 UTC+02:00"
"PAUSE",4.533525704173371E1,1.779270682949056E9,"2026-05-20 11:51:22.949 UTC+02:00"
