"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778935845901000E9,"2026-05-16 14:50:45.901 UTC+02:00"
"PAUSE",3.000650904170470E1,1.778935875908000E9,"2026-05-16 14:51:15.908 UTC+02:00"
