"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
5.213975906E-3,4.550106404E1,9.156488919E0,1.332892146E2,NaN,NaN,3.624228107E1,3.000000000E1
6.949067116E-3,4.550106876E1,9.156519325E0,1.332892146E2,NaN,NaN,3.439793466E1,3.000000000E1
5.348801613E-2,4.550106861E1,9.156521672E0,1.332887339E2,NaN,NaN,3.439791477E1,3.000000001E1
1.243602037E0,4.550097805E1,9.156002745E0,1.319055367E2,7.200000286E-1,1.539843750E2,3.158756471E0,4.000000000E0
2.243599296E0,4.550097444E1,9.156006120E0,1.335547676E2,0.000000000E0,1.539843750E2,3.064620177E0,4.000000000E0
4.243594408E0,4.550094943E1,9.156036685E0,1.324297066E2,0.000000000E0,NaN,5.309290583E0,3.000000000E0
5.243591905E0,4.550095928E1,9.156030082E0,1.317443428E2,8.899999857E-1,1.054687500E2,3.495456025E0,3.000000000E0
6.243871450E0,4.550095740E1,9.156048789E0,1.313803291E2,1.470000029E0,7.558593750E1,3.505939971E0,3.000000000E0
7.243872166E0,4.550095862E1,9.156073353E0,1.311316109E2,1.470000029E0,7.488281250E1,3.515668056E0,3.000000000E0
8.243867040E0,4.550095967E1,9.156101218E0,1.311092720E2,1.840000033E0,8.050781250E1,3.521219020E0,3.000000000E0
9.243868470E0,4.550096106E1,9.156128576E0,1.309313545E2,1.830000043E0,7.593750000E1,3.524389895E0,3.000000000E0
1.024386847E1,4.550096288E1,9.156156440E0,1.306769600E2,2.160000086E0,7.558593750E1,3.527414858E0,3.000000000E0
1.124386239E1,4.550096573E1,9.156185836E0,1.308651924E2,2.049999952E0,7.453125000E1,3.529568172E0,3.000000000E0
1.224386394E1,4.550096840E1,9.156214650E0,1.307434273E2,2.099999905E0,7.593750000E1,3.531031141E0,3.000000000E0
1.324386001E1,4.550097306E1,9.156240649E0,1.307434277E2,2.099999905E0,7.593751859E1,2.956549754E0,4.029364438E0
1.424385321E1,4.550097709E1,9.156268328E0,1.310678295E2,2.099999905E0,7.488283100E1,3.192798855E0,4.029364438E0
1.524385202E1,4.550098243E1,9.156300849E0,1.311339917E2,2.410000086E0,7.312502105E1,3.477323485E0,4.029364438E0
1.624385238E1,4.550098839E1,9.156331080E0,1.310724073E2,2.410000086E0,6.820314542E1,3.684931590E0,4.029364438E0
1.724384427E1,4.550099372E1,9.156359873E0,1.310942578E2,2.289999962E0,7.031251968E1,3.827562423E0,4.029364438E0
1.824384046E1,4.550100004E1,9.156391173E0,1.315670361E2,2.289999962E0,6.996095713E1,3.951160055E0,4.029364438E0
1.924383652E1,4.550100645E1,9.156424467E0,1.317163892E2,2.470000029E0,7.136720886E1,4.054901935E0,4.029364438E0
2.024382758E1,4.550101145E1,9.156453972E0,1.319067578E2,2.329999924E0,7.171877019E1,4.193856647E0,4.029364438E0
2.124382150E1,4.550101672E1,9.156488941E0,1.315350538E2,2.619999886E0,7.382814796E1,4.291347207E0,4.029364438E0
2.224381649E1,4.550102288E1,9.156522757E0,1.314669386E2,2.619999886E0,7.382814796E1,4.358199338E0,4.029364438E0
2.324381053E1,4.550102959E1,9.156558469E0,1.316455885E2,2.619999886E0,7.347658542E1,4.438889316E0,4.029364438E0
2.424380553E1,4.550103825E1,9.156594475E0,1.316554762E2,2.700000048E0,7.171877340E1,4.494192894E0,4.029364438E0
2.524379897E1,4.550104781E1,9.156630715E0,1.315750930E2,2.799999952E0,7.066408661E1,4.527087136E0,4.029364438E0
2.624379468E1,4.550105778E1,9.156667282E0,1.313694045E2,2.859999895E0,6.960939946E1,4.554783105E0,4.029364438E0
2.724378872E1,4.550106751E1,9.156698606E0,1.313897292E2,2.799999952E0,6.890627384E1,4.550923718E0,4.029364438E0
2.824378479E1,4.550107604E1,9.156731526E0,1.314420973E2,2.700000048E0,7.031252320E1,4.577709259E0,4.029364438E0
2.924377906E1,4.550108398E1,9.156762977E0,1.314372755E2,2.569999933E0,7.101564718E1,4.600915179E0,4.029364438E0
3.024377429E1,4.550109274E1,9.156790190E0,1.314893994E2,2.349999905E0,6.855470746E1,4.631728310E0,4.029364438E0
3.124376976E1,4.550110009E1,9.156822367E0,1.312661329E2,2.430000067E0,7.101564597E1,4.653331334E0,4.029364438E0
3.224376488E1,4.550110769E1,9.156852991E0,1.312961622E2,2.400000095E0,7.136720825E1,4.670614171E0,4.029364438E0
3.324375999E1,4.550110701E1,9.156884707E0,1.334389309E2,2.562397872E0,7.229587166E1,4.267269767E0,4.813767712E0
3.424375606E1,4.550111024E1,9.156915147E0,1.332508604E2,2.347988387E0,7.208118761E1,4.117746180E0,3.507810842E0
