"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.779270914676172E9,"2026-05-20 11:55:14.676 UTC+02:00"
"PAUSE",4.238838275009766E1,1.779270957064355E9,"2026-05-20 11:55:57.064 UTC+02:00"
