"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.779268973756395E9,"2026-05-20 11:22:53.756 UTC+02:00"
"PAUSE",3.429153512464836E1,1.779269008047745E9,"2026-05-20 11:23:28.048 UTC+02:00"
