"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.518083318E-3,4.772794893E-1,1.108714826E0,5.289543307E-1,1.317891103E0
1.248908334E-2,5.740734566E-1,1.378837770E-1,-2.559092402E-2,5.909544525E-1
2.246008336E-2,-5.201009884E-1,4.246490666E-1,2.331676644E-1,7.107735417E-1
3.243108332E-2,-3.697463064E-1,3.537273109E-3,5.760653472E-1,6.845262067E-1
4.240208335E-2,-1.048272158E0,-2.497743416E-1,3.360149252E-1,1.128790400E0
5.237287504E-2,-1.184958717E0,2.830081612E-1,-4.748763567E-1,1.307565805E0
6.234387500E-2,-1.247116666E0,1.970751411E-1,-8.184885693E-1,1.504680075E0
7.231487503E-2,-1.391073361E0,4.918417606E-1,-1.289530322E0,1.959561651E0
8.228587499E-2,-1.229761545E0,-6.983209786E-1,-1.554938364E-1,1.422724141E0
9.225587500E-2,-1.640212841E0,-3.771813700E-1,-4.831180072E-1,1.750990280E0
1.022268750E-1,-1.292248839E0,4.649863762E-1,-9.158692682E-1,1.650737989E0
1.121978750E-1,-1.317633210E0,2.267903987E-1,-2.135221893E-1,1.353950843E0
1.221688750E-1,-1.381266850E0,3.391347072E-1,-3.470796114E-1,1.464026884E0
1.321388750E-1,-1.263335234E0,4.764039418E-1,2.697343969E-1,1.376856302E0
1.421098750E-1,-1.143317698E0,2.851570129E-1,6.538222057E-1,1.347580557E0
1.520808750E-1,-9.539199509E-1,3.311026794E-1,5.501996040E-2,1.011246485E0
1.620518750E-1,-9.937343001E-1,7.002759951E-1,-3.209355408E-1,1.257336053E0
1.720218750E-1,-8.764999652E-1,5.925299370E-1,-2.467659491E-1,1.086387292E0
1.819928750E-1,-8.271965352E-1,5.831480795E-1,-6.001085132E-1,1.176624842E0
1.919638750E-1,-4.659986023E-1,4.733151501E-1,-9.403457129E-1,1.151274072E0
2.019348750E-1,-3.261894102E-1,1.676554602E-1,-1.320481973E0,1.370467266E0
2.119048750E-1,-6.337014981E-1,-3.010819048E-2,-5.616355884E-1,8.473007884E-1
2.218758750E-1,-6.921058269E-1,-3.202549249E-2,-3.208659589E-1,7.635385199E-1
2.318468750E-1,-7.705230553E-1,-8.033489585E-3,5.242958540E-1,9.320174130E-1
2.418178750E-1,-6.754629701E-1,1.625113723E-1,7.991091424E-1,1.058884126E0
2.517878750E-1,-5.364565276E-1,6.264250767E-1,-1.500424773E-1,8.382760451E-1
2.617588750E-1,-5.929005774E-1,-9.076048136E-2,4.794266599E-1,7.678661875E-1
2.717298750E-1,-4.011708878E-1,-3.084499812E-1,-7.130971849E-2,5.110426089E-1
2.817008750E-1,-7.520886116E-1,-2.854113668E-2,-4.257825494E-1,8.647211432E-1
2.916708750E-1,-1.132676277E0,-2.907232699E-1,6.258491260E-1,1.326334308E0
3.016418750E-1,-9.919134772E-1,-2.951671538E-1,5.040826142E-1,1.151136515E0
