"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778934936200000E9,"2026-05-16 14:35:36.200 UTC+02:00"
"PAUSE",3.000714908330701E1,1.778934966207000E9,"2026-05-16 14:36:06.207 UTC+02:00"
