"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778934129721000E9,"2026-05-16 14:22:09.721 UTC+02:00"
"PAUSE",3.000674541667104E1,1.778934159728000E9,"2026-05-16 14:22:39.728 UTC+02:00"
