"event","experiment time","system time","system time text"
"START",0.000000000E0,1779737790.358,"2026-05-25 21:36:30.358 UTC+02:00"
"PAUSE",2.428520485E1,1779737814.644,"2026-05-25 21:36:54.644 UTC+02:00"
