"event","experiment time","system time","system time text"
"START",0.000000000E0,1779737914.709,"2026-05-25 21:38:34.709 UTC+02:00"
"PAUSE",3.373112400E1,1779737948.440,"2026-05-25 21:39:08.440 UTC+02:00"
