Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m)
1.046173403,45.0772695,9.2022926,62.75961231,,,128.8990021,17.72414207
1.053173403,45.07981,9.202391667,64.85217224,0.05919305608,345.480011,3.400000095,29.89999962
1.553173403,45.079825,9.202365,64.45206623,0.1050033346,345.9899902,3.099999905,17.5
2.053173403,45.07982333,9.202366667,64.85207505,0.1554461122,331.730011,2.099999905,12.39999962
2.553173403,45.07981667,9.202371667,65.15210657,0.08750277758,342.1600037,1.799999952,12.60000038
3.053173403,45.079815,9.202376667,65.25212299,0.006691388786,184.5200043,1.700000048,12.69999981
4.156173403,45.07981167,9.202378333,64.85213685,0.03654527664,151.9600067,1.600000024,12.10000038
5.655173403,45.07980333,9.202386667,64.85218098,0.5255314112,138.4600067,1.5,9.600000381
6.655173403,45.07979167,9.20239,64.55222379,1.030988574,160.3699951,1.5,8.600000381
7.655173403,45.07978167,9.202398333,64.55227296,1.679023862,160.4600067,1.5,8.0
8.655173403,45.07976333,9.202408333,64.25235108,1.949253082,158.4700012,1.600000024,8.100000381
9.655173403,45.079745,9.202421667,63.95243679,2.201981783,158.0500031,1.5,8.0
10.6531734,45.07972667,9.202438333,63.6525301,2.27455759,151.6399994,1.600000024,7.900000095
11.6531734,45.07970333,9.202455,64.2526385,2.209702492,155.9900055,1.600000024,7.400000095
12.6531734,45.079685,9.202471667,64.65273181,2.190143108,148.8000031,1.600000024,7.5
13.6531734,45.07966667,9.202485,64.75281752,1.946679473,146.3399963,1.600000024,7.699999809
14.6531734,45.07965167,9.202493333,64.35288179,1.946679473,153.6900024,1.600000024,7.900000095
15.6531734,45.07963833,9.202505,64.35294861,1.8648386,154.5200043,1.600000024,8.0
16.6531734,45.079625,9.202511667,64.15300405,1.742334723,154.5899963,1.600000024,8.199999809
17.6531734,45.07961,9.202521667,64.05307211,1.139595032,153.6499939,1.5,8.199999809
18.6531734,45.079605,9.202525,63.6530948,0.4488377869,170.0399933,1.5,7.800000191
19.6531734,45.07960667,9.202526667,63.55309357,1.36041081,135.4799957,1.399999976,7.0
20.6531734,45.07960667,9.202528333,63.45309736,1.357322454,42.11999893,1.399999976,7.0
21.6531734,45.079605,9.202528333,63.55310239,1.13856554,119.9700012,1.299999952,7.199999809
22.29094623,45.0674164,9.234729,,,,1086.932983,0.0
22.81536079,45.07960833,9.202531667,63.65309992,0.01132388879,358.3399963,2.0,8.100000381
23.31536079,45.07960833,9.20253,63.65309613,0.0272802785,293.5599976,2.0,8.0
23.96336079,45.07960833,9.20253,63.65309613,0.03448639065,300.5100098,1.799999952,8.600000381
24.46336079,45.07960833,9.20253,63.65309613,0.1168419421,259.9400024,1.700000048,9.0
24.96336079,45.07960833,9.20253,63.65309613,0.1575050056,209.6699982,1.600000024,9.800000191
25.77467186,45.079605,9.202521667,64.45308721,0.08029666543,99.34999847,2.900000095,20.89999962
26.27467186,45.07960833,9.202528333,64.55309233,0.07412,113.5800018,2.799999952,7.900000095
