"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778937104549000E9,"2026-05-16 15:11:44.549 UTC+02:00"
"PAUSE",4.166704125003889E0,1.778937108716000E9,"2026-05-16 15:11:48.716 UTC+02:00"
