"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778938569414000E9,"2026-05-16 15:36:09.414 UTC+02:00"
"PAUSE",3.000868029170670E1,1.778938599419000E9,"2026-05-16 15:36:39.419 UTC+02:00"
