"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778935770793000E9,"2026-05-16 14:49:30.793 UTC+02:00"
"PAUSE",3.000831125001423E1,1.778935800801000E9,"2026-05-16 14:50:00.801 UTC+02:00"
