"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.089018822E-3,4.550105739E1,9.157107459E0,1.325845003E2,NaN,NaN,3.654569078E1,3.000000000E1
8.837938309E-3,4.550104775E1,9.156799519E0,1.325846071E2,NaN,NaN,1.029021846E2,3.001034734E1
5.598998070E-2,4.550104651E1,9.156818942E0,1.325840883E2,NaN,NaN,1.026328765E2,3.001034735E1
6.282998323E-1,4.550110580E1,9.157020304E0,1.221516304E2,1.800000072E-1,7.171875000E1,2.260987711E1,1.200000000E1
2.243297458E0,4.550111748E1,9.157024177E0,1.284637642E2,0.000000000E0,NaN,4.636521199E0,4.000000000E0
3.243296385E0,4.550111877E1,9.157010209E0,1.278360786E2,0.000000000E0,NaN,4.007093355E0,4.000000000E0
4.243293405E0,4.550111091E1,9.156975328E0,1.277475166E2,0.000000000E0,NaN,3.770298442E0,4.000000000E0
5.243292093E0,4.550111297E1,9.156958436E0,1.278873482E2,0.000000000E0,NaN,3.598503599E0,3.000000000E0
6.243522286E0,4.550111149E1,9.156948758E0,1.278174629E2,0.000000000E0,NaN,3.535533843E0,3.000000000E0
7.243521929E0,4.550111253E1,9.156938351E0,1.282188301E2,0.000000000E0,2.425781250E2,3.509455583E0,3.000000000E0
8.243517995E0,4.550111332E1,9.156913604E0,1.289215889E2,4.600000083E-1,2.443359375E2,3.517286112E0,3.000000000E0
9.243522167E0,4.550110640E1,9.156886867E0,1.299967232E2,1.950000048E0,2.513671875E2,3.523076402E0,3.000000000E0
1.024352205E1,4.550110228E1,9.156861000E0,1.303008003E2,2.119999886E0,2.524218750E2,3.526179625E0,3.000000000E0
1.124351585E1,4.550109758E1,9.156839884E0,1.309229927E2,1.950000048E0,2.467968750E2,3.528617621E0,3.000000000E0
1.224351370E1,4.550109284E1,9.156805553E0,1.315985298E2,2.049999952E0,2.633203125E2,3.531341605E0,3.000000000E0
1.324351192E1,4.550109070E1,9.156779415E0,1.315985302E2,2.049999952E0,2.633202939E2,3.085699561E0,4.029364438E0
1.424350119E1,4.550108359E1,9.156751925E0,1.320752147E2,1.870000005E0,2.471484218E2,3.522407594E0,4.029364438E0
1.524349713E1,4.550108352E1,9.156719790E0,1.318426709E2,2.200000048E0,2.615624801E2,3.781979492E0,4.029364438E0
1.624349034E1,4.550107747E1,9.156685223E0,1.319546094E2,2.470000029E0,2.555859157E2,3.835406157E0,4.029364438E0
1.724347985E1,4.550107169E1,9.156657338E0,1.317513623E2,2.269999981E0,2.541796676E2,3.985458501E0,4.029364438E0
1.824347568E1,4.550106356E1,9.156627650E0,1.314121900E2,2.420000076E0,2.492577918E2,4.089887727E0,4.029364438E0
1.924346495E1,4.550105637E1,9.156595461E0,1.315451246E2,2.420000076E0,2.503124792E2,4.102421008E0,4.029364438E0
2.024345076E1,4.550104909E1,9.156569398E0,1.318318676E2,2.160000086E0,2.499609190E2,4.193538827E0,4.029364438E0
2.124343753E1,4.550104086E1,9.156530919E0,1.319759719E2,2.859999895E0,2.541796624E2,4.339009981E0,4.029364438E0
2.224342501E1,4.550103415E1,9.156497780E0,1.315398146E2,2.670000076E0,2.548827890E2,4.400589492E0,4.029364438E0
2.324341321E1,4.550102487E1,9.156464357E0,1.311649367E2,2.710000038E0,2.513671641E2,4.476769056E0,4.029364438E0
2.424340224E1,4.550101706E1,9.156432831E0,1.308365675E2,2.670000076E0,2.524218518E2,4.517288060E0,4.029364438E0
2.524339211E1,4.550100530E1,9.156401707E0,1.309342238E2,2.680000067E0,2.485546647E2,4.565929321E0,4.029364438E0
2.624338114E1,4.550099459E1,9.156371416E0,1.308927199E2,2.680000067E0,2.478515398E2,4.615434099E0,4.029364438E0
2.724337149E1,4.550098643E1,9.156345733E0,1.304262281E2,2.390000105E0,2.485546672E2,4.641582828E0,4.029364438E0
2.824336171E1,4.550097891E1,9.156317579E0,1.306601758E2,2.390000105E0,2.496093546E2,4.625975462E0,4.029364438E0
2.924335206E1,4.550097080E1,9.156283440E0,1.307354932E2,2.509999990E0,2.524218532E2,4.656881433E0,4.029364438E0
3.024334371E1,4.550096452E1,9.156255453E0,1.306353955E2,2.279999971E0,2.534765426E2,4.670420655E0,4.029364438E0
3.124333537E1,4.550095765E1,9.156218429E0,1.308878371E2,2.670000076E0,2.555859139E2,4.680913077E0,4.029364438E0
3.224332762E1,4.550094876E1,9.156187229E0,1.306017042E2,2.519999981E0,2.527734155E2,4.696742089E0,4.029364438E0
3.324332058E1,4.550091375E1,9.156138630E0,1.321982471E2,2.493070513E0,2.533600434E2,4.745102297E0,3.000000000E0
3.424331260E1,4.550090958E1,9.156105538E0,1.323516190E2,2.447554121E0,2.544011763E2,3.858463833E0,3.328166054E0
3.524330604E1,4.550090514E1,9.156075818E0,1.325651818E2,2.490725440E0,2.548942205E2,4.168443720E0,3.275087168E0
3.624329960E1,4.550090203E1,9.156046595E0,1.324718238E2,2.258556055E0,2.516986464E2,3.755413259E0,3.652352052E0
