"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.577014923E-3,4.549977963E1,9.162409146E0,1.334163824E2,NaN,NaN,4.160139289E1,3.000000000E1
5.245900154E-2,4.549977651E1,9.162411475E0,1.334162908E2,NaN,NaN,5.894143362E1,3.000072042E1
4.234830141E-1,4.549997469E1,9.162438872E0,1.336137183E2,NaN,NaN,1.893937755E1,3.000000000E1
5.877434015E-1,4.549989805E1,9.162395746E0,1.332769966E2,0.000000000E0,1.423828125E2,1.125829526E1,8.000000000E0
2.323742986E0,4.549987661E1,9.162336475E0,1.343288193E2,0.000000000E0,4.640625000E1,4.402835395E0,4.000000000E0
3.323741674E0,4.549988039E1,9.162320141E0,1.356589584E2,0.000000000E0,4.640625000E1,3.750688265E0,4.000000000E0
4.323740005E0,4.549988077E1,9.162303432E0,1.355185165E2,0.000000000E0,4.640625000E1,3.533760274E0,3.000000000E0
5.323739886E0,4.549988244E1,9.162296923E0,1.349312973E2,6.000000238E-1,3.266015625E2,3.454580063E0,3.000000000E0
6.324038982E0,4.549989191E1,9.162289351E0,1.346645126E2,1.480000019E0,3.420703125E2,3.475561663E0,3.000000000E0
7.324045062E0,4.549990742E1,9.162279407E0,1.342476425E2,1.480000019E0,3.290625000E2,3.354241502E0,3.000000000E0
8.324044824E0,4.549992467E1,9.162265680E0,1.343122177E2,1.929999948E0,3.311718750E2,3.410383322E0,3.000000000E0
9.324044943E0,4.549994286E1,9.162250969E0,1.348463974E2,2.230000019E0,3.262500000E2,3.443245931E0,3.000000000E0
1.032404447E1,4.549996234E1,9.162231329E0,1.350665512E2,2.569999933E0,3.241406250E2,3.466720058E0,3.000000000E0
1.132404017E1,4.549998404E1,9.162208841E0,1.354621811E2,2.569999933E0,3.220312500E2,3.484358793E0,3.000000000E0
1.232404339E1,4.550000608E1,9.162181969E0,1.356942978E2,2.779999971E0,3.192187500E2,3.504236689E0,3.000000000E0
1.332404053E1,4.550002558E1,9.162158145E0,1.356942984E2,2.779999971E0,3.192187334E2,2.879678879E0,4.029364438E0
1.432403433E1,4.550004586E1,9.162133872E0,1.357310416E2,2.799999952E0,3.206249838E2,3.154930296E0,4.029364438E0
1.532402825E1,4.550006597E1,9.162109258E0,1.357525260E2,2.829999924E0,3.188671705E2,3.355040183E0,4.029364438E0
1.632403231E1,4.550008786E1,9.162083358E0,1.359450920E2,3.009999990E0,3.206249826E2,3.629191199E0,4.029364438E0
1.732402623E1,4.550010845E1,9.162058273E0,1.359459464E2,2.829999924E0,3.206249836E2,3.940622370E0,4.029364438E0
1.832402158E1,4.550012834E1,9.162034061E0,1.360679557E2,2.809999943E0,3.206249837E2,4.063798362E0,4.029364438E0
1.932401800E1,4.550015551E1,9.162009192E0,1.362154166E2,2.789999962E0,3.206249838E2,3.997087927E0,4.029364438E0
2.032400775E1,4.550017564E1,9.161985826E0,1.364019401E2,2.809999943E0,3.209765464E2,4.028201020E0,4.029364438E0
2.132399893E1,4.550019342E1,9.161958128E0,1.360481803E2,2.859999895E0,3.209765461E2,4.748651530E0,4.029364438E0
2.232399011E1,4.550021469E1,9.161934414E0,1.356928947E2,2.859999895E0,3.213281087E2,4.748651530E0,4.029364438E0
2.332398248E1,4.550023804E1,9.161909814E0,1.357950065E2,2.910000086E0,3.220312337E2,4.748651530E0,4.029364438E0
2.432397437E1,4.550026026E1,9.161887156E0,1.354849479E2,2.910000086E0,3.234374842E2,4.748651530E0,4.029364438E0
2.532396793E1,4.550028210E1,9.161867045E0,1.353564079E2,2.910000086E0,3.251952973E2,4.748651530E0,4.029364438E0
2.632396019E1,4.550030420E1,9.161846027E0,1.353797233E2,2.910000086E0,3.255468600E2,4.748651530E0,4.029364438E0
2.732395411E1,4.550032430E1,9.161818931E0,1.354217155E2,2.910000086E0,3.213281084E2,4.748651530E0,4.029364438E0
2.832394826E1,4.550034142E1,9.161791556E0,1.352238395E2,2.839999914E0,3.181640452E2,4.748651530E0,4.029364438E0
2.932394195E1,4.550036514E1,9.161764419E0,1.354306878E2,3.190000057E0,3.206249815E2,4.748651530E0,4.029364438E0
3.032393563E1,4.550038710E1,9.161742456E0,1.352224358E2,3.029999971E0,3.241406088E2,4.748651530E0,4.029364438E0
3.132393110E1,4.550040873E1,9.161720687E0,1.351269768E2,3.029999971E0,3.255468594E2,4.748651530E0,4.029364438E0
3.232392573E1,4.550042963E1,9.161695865E0,1.348958366E2,3.029999971E0,3.230859209E2,4.748651530E0,4.029364438E0
3.332392037E1,4.550043294E1,9.161639675E0,1.353190269E2,3.082567576E0,3.237432039E2,4.485544947E0,3.000000000E0
3.432391572E1,4.550044378E1,9.161608725E0,1.347200096E2,3.034406917E0,3.122147070E2,3.703909408E0,3.000000000E0
3.532391167E1,4.550047311E1,9.161588221E0,1.344055146E2,3.169057272E0,3.193019503E2,3.968006610E0,3.000000000E0
3.632390726E1,4.550050298E1,9.161584374E0,1.342988210E2,3.155657603E0,3.379499445E2,4.553455652E0,3.000000000E0
