"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.886005402E-3,4.550139431E1,9.158447295E0,1.333024001E2,2.762243887E0,7.236071777E1,7.875794124E0,6.519943628E0
7.875919342E-3,4.550136169E1,9.158253232E0,1.381767630E2,NaN,NaN,5.568672645E1,6.613830973E0
4.382395744E-2,4.550136286E1,9.158254111E0,1.381766448E2,NaN,NaN,5.564456913E1,6.613830975E0
6.233934164E-1,4.550131018E1,9.158616349E0,1.398008003E2,4.399999976E-1,1.944140625E2,2.361605828E1,2.400000000E1
1.533391833E0,4.550130849E1,9.158600658E0,1.310730171E2,2.399999946E-1,2.193750000E2,2.275618811E1,6.000000000E0
2.533389449E0,4.550132201E1,9.158571963E0,1.310524483E2,0.000000000E0,2.193750000E2,2.142602577E1,4.000000000E0
3.533387065E0,4.550132899E1,9.158565193E0,1.310830269E2,0.000000000E0,2.193750000E2,2.124558600E1,4.000000000E0
4.533384204E0,4.550132915E1,9.158591205E0,1.308510933E2,0.000000000E0,2.453906250E2,1.573955881E1,4.000000000E0
5.533381581E0,4.550132907E1,9.158581255E0,1.302511177E2,1.779999971E0,2.450390625E2,1.576447273E1,4.000000000E0
6.533416390E0,4.550132549E1,9.158555924E0,1.301392403E2,2.009999990E0,2.471484375E2,1.569366743E1,4.000000000E0
7.533437014E0,4.550132188E1,9.158528453E0,1.299878731E2,1.990000010E0,2.499609375E2,1.561278853E1,3.000000000E0
8.533460498E0,4.550133481E1,9.158474492E0,1.297521553E2,2.009999990E0,2.534765625E2,1.446903271E1,3.000000000E0
9.533487916E0,4.550133283E1,9.158446262E0,1.299397163E2,2.019999981E0,2.538281250E2,1.445277985E1,3.000000000E0
1.053351867E1,4.550133542E1,9.158415809E0,1.299283028E2,2.099999905E0,2.523607178E2,1.450171215E1,3.000000000E0
1.153354526E1,4.550133664E1,9.158384262E0,1.301225777E2,2.099999905E0,2.521116028E2,1.458480755E1,3.000000000E0
1.253357506E1,4.550133671E1,9.158354708E0,1.302896919E2,2.099999905E0,2.521116028E2,1.463627775E1,3.000000000E0
