"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778938982369000E9,"2026-05-16 15:43:02.369 UTC+02:00"
"PAUSE",3.000737629167270E1,1.778939012376000E9,"2026-05-16 15:43:32.376 UTC+02:00"
