"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781181223183502E9,"2026-06-11 14:33:43.184 UTC+02:00"
"PAUSE",2.004039441677742E1,1.781181243224049E9,"2026-06-11 14:34:03.224 UTC+02:00"
