"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781181344654902E9,"2026-06-11 14:35:44.655 UTC+02:00"
"PAUSE",1.911417591664940E1,1.781181363769212E9,"2026-06-11 14:36:03.769 UTC+02:00"
