"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.264124992E-3,-1.002841339E0,1.585733018E0,-5.139375114E-1,1.945346169E0
1.123512501E-2,-1.808336225E0,3.850189193E0,-4.102134606E0,5.909445410E0
2.120612503E-2,-1.930003334E0,3.103976595E0,-3.758449304E0,5.242663897E0
3.117712500E-2,-8.181670455E-1,1.086160069E0,-2.402025665E0,2.760229756E0
4.114712501E-2,-4.025644255E-1,-1.522465852E-1,-1.127391125E0,1.206750964E0
5.111812503E-2,9.814599712E-1,1.876278825E0,1.091862273E-1,2.120284777E0
6.108912500E-2,6.873759411E-1,1.835223185E0,1.469915171E0,2.449730685E0
7.105912501E-2,2.506865803E-1,1.157154622E0,1.920601012E0,2.256226679E0
8.103012503E-2,-8.627400050E-1,4.610188065E0,-1.844936287E0,5.040034148E0
9.100112499E-2,-1.607791054E0,4.944770422E0,-3.011191515E0,6.008578945E0
1.009721250E-1,-1.896910725E0,2.822483740E0,-2.112325950E0,4.003324329E0
1.109421250E-1,-6.075709491E-1,2.020022096E0,-3.200790991E0,3.833365975E0
1.209131250E-1,3.776975329E-1,4.357278154E0,-4.392489209E0,6.198587725E0
1.308841250E-1,6.877417575E-1,4.954724722E0,-6.140092160E0,7.919786457E0
1.408541250E-1,1.454335411E0,3.027935017E0,-3.140720791E0,4.598652959E0
1.508251250E-1,1.614395923E0,2.460196690E0,-5.039317560E-1,2.985429477E0
1.607961250E-1,1.396325769E0,2.390216044E0,1.319432398E0,3.066555110E0
1.707661250E-1,9.513714420E-1,2.698625094E0,3.490448021E0,4.513414717E0
1.807371250E-1,2.012948281E0,3.552599538E0,2.633860749E0,4.859027342E0
1.907081250E-1,1.481077067E0,4.484085842E0,-3.985824716E-1,4.739143710E0
2.006791250E-1,2.113196601E0,4.234394531E0,-4.069085559E0,6.241246206E0
2.106491250E-1,3.222711618E0,3.858288757E0,-7.986472124E0,9.436948622E0
2.206201250E-1,2.790611737E0,3.319990575E0,1.284657252E0,4.523294766E0
2.305911250E-1,4.188837412E0,4.756035165E0,1.151139007E0,6.441377987E0
2.405611250E-1,2.153849806E0,1.441987115E0,-3.202210110E0,4.119774923E0
2.505321250E-1,4.623584620E0,-3.264197613E0,-2.468292745E0,6.174543697E0
2.605031250E-1,6.921257951E0,-3.566578184E0,3.257877942E0,8.440264229E0
2.704731250E-1,4.061269293E0,9.022721529E-1,-1.726888019E0,4.504458407E0
2.804441250E-1,2.156200825E0,7.105422440E-1,-3.768296599E-1,2.301319811E0
2.904151250E-1,1.865671391E0,-2.789259568E0,2.627138205E0,4.261754782E0
3.003861250E-1,2.777070170E0,-2.346116051E0,4.108574145E0,5.486051472E0
3.103561250E-1,1.493897818E0,1.130986870E0,4.805859289E0,5.158211463E0
3.203271250E-1,-7.616586763E-1,-2.523760602E-1,1.590868335E0,1.781763080E0
3.302981250E-1,-1.437089194E-1,-2.637741838E0,-3.121579930E0,4.089327025E0
3.402681250E-1,-4.538654105E-1,-7.093423369E0,2.373478389E-1,7.111890248E0
3.502391250E-1,2.857738942E-1,-5.594187335E0,4.372789940E0,7.106186778E0
3.602101250E-1,1.424807995E0,-2.233777882E0,4.919771821E0,5.587843611E0
