"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
5.761981010E-3,4.550571580E1,9.157042538E0,1.361176949E2,1.599999964E-1,3.269531250E2,4.730080055E0,3.000000000E0
2.646398544E-2,4.550572150E1,9.157037268E0,1.409918404E2,1.599999964E-1,3.269531250E2,1.473483382E1,3.034891476E0
3.043409467E0,4.550571357E1,9.156973327E0,1.384004707E2,0.000000000E0,3.269531250E2,3.514937943E0,3.000000000E0
4.043419480E0,4.550571543E1,9.156975612E0,1.386013374E2,0.000000000E0,3.244921875E2,3.519104651E0,3.000000000E0
5.043428421E0,4.550571979E1,9.156976497E0,1.385028877E2,5.799999833E-1,3.244921875E2,3.523264274E0,3.000000000E0
6.043437600E0,4.550573207E1,9.156974113E0,1.383679390E2,1.860000014E0,3.248437500E2,3.526975015E0,3.000000000E0
7.043372750E0,4.550574850E1,9.156971461E0,1.382456245E2,1.610000014E0,3.248437500E2,3.530271350E0,3.000000000E0
8.043374538E0,4.550576572E1,9.156967404E0,1.378210640E2,1.860000014E0,3.308203125E2,3.532528079E0,3.000000000E0
9.043384433E0,4.550578319E1,9.156960156E0,1.378584175E2,2.000000000E0,3.308203125E2,3.535533906E0,3.000000000E0
1.004338539E1,4.550580071E1,9.156948840E0,1.372159004E2,2.099999905E0,3.280078125E2,3.535533906E0,3.000000000E0
1.104338360E1,4.550581902E1,9.156933837E0,1.376609077E2,2.480000019E0,3.273046875E2,3.535533906E0,3.000000000E0
1.204339647E1,4.550583780E1,9.156918414E0,1.377021675E2,2.259999990E0,3.258984375E2,3.535533906E0,3.000000000E0
1.304339707E1,4.550585464E1,9.156902201E0,1.377021680E2,2.259999990E0,3.258984259E2,4.748651530E0,4.029364438E0
1.404339850E1,4.550587210E1,9.156887743E0,1.374020581E2,2.259999990E0,3.251953007E2,4.748651530E0,4.029364438E0
1.504340887E1,4.550588905E1,9.156869343E0,1.372908521E2,2.349999905E0,3.216796742E2,4.748651530E0,4.029364438E0
1.604340839E1,4.550590632E1,9.156850758E0,1.372414746E2,2.349999905E0,3.213281116E2,4.748651530E0,4.029364438E0
1.704340887E1,4.550592351E1,9.156834424E0,1.371745801E2,2.289999962E0,3.244921754E2,4.748651530E0,4.029364438E0
1.804341769E1,4.550593929E1,9.156817350E0,1.365623974E2,2.200000048E0,3.241406132E2,4.748651530E0,4.029364438E0
1.904341626E1,4.550595539E1,9.156800300E0,1.361412548E2,2.160000086E0,3.241406135E2,4.748651530E0,4.029364438E0
2.004341471E1,4.550596919E1,9.156781003E0,1.358102002E2,2.160000086E0,3.192187371E2,4.748651530E0,4.029364438E0
