"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778934041792000E9,"2026-05-16 14:20:41.792 UTC+02:00"
"PAUSE",3.000638145837002E1,1.778934071798000E9,"2026-05-16 14:21:11.798 UTC+02:00"
