Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m)
0.543729,45.07957333,9.202535,64.55321318,0.005661944393,255.2599945,2.0,11.89999962
1.043729,45.07957167,9.202538333,64.4532258,0.09419416636,270.480011,2.0,11.69999981
1.736729,45.07956833,9.202541667,64.25324346,0.09419416636,245.8500061,1.899999976,12.30000019
2.236729,45.07957,9.202541667,64.15323843,0.06125194579,89.79000092,1.799999952,12.19999981
2.736729,45.07957333,9.202546667,64.55323975,0.06434027851,4.389999866,1.700000048,13.0
3.236729,45.07957667,9.202543333,64.3532221,0.06485500187,6.019999981,1.600000024,13.89999962
4.236729,45.07957833,9.20254,64.25320947,0.04735444486,333.9700012,1.600000024,14.39999962
5.736729,45.07957833,9.202533333,63.85319429,0.09419416636,263.2900085,1.600000024,10.89999962
6.736729,45.07957833,9.20253,63.55318669,0.09573833644,251.6799927,1.5,10.10000038
7.736729,45.07957667,9.202526667,63.25318413,0.07412,238.6699982,1.5,9.600000381
8.736729,45.07957833,9.202525,63.0531753,0.09470888972,252.6300049,1.5,9.199999809
9.736729,45.07958167,9.202526667,62.95316904,0.2362574935,330.0700073,1.399999976,8.5
10.736729,45.07958833,9.202526667,62.75314891,0.7236994505,337.5599976,1.399999976,7.599999905
11.736729,45.0796,9.202516667,62.85309091,1.837043643,327.9400024,1.5,7.800000191
12.736729,45.07962,9.202511667,63.15301915,1.646596432,337.5499878,1.600000024,7.900000095
13.736729,45.07964,9.202495,63.0529208,2.203525782,326.4400024,1.600000024,8.0
14.736729,45.07966333,9.20248,63.3528162,2.306470394,337.8999939,1.600000024,8.100000381
15.736729,45.07968667,9.202463333,63.25270779,2.477358103,335.6400146,1.600000024,8.100000381
16.736729,45.07970833,9.202451667,63.15261581,2.292057991,343.1199951,1.600000024,8.0
17.736729,45.07973,9.20244,63.25252383,2.092345715,334.8999939,1.600000024,8.0
18.736729,45.079745,9.20243,63.45245577,1.846308589,343.1000061,1.600000024,8.199999809
19.736729,45.07975833,9.202421667,63.55239654,1.837558389,340.7099915,1.600000024,7.699999809
20.736729,45.07977167,9.202413333,63.45233731,1.994033933,336.2900085,1.5,7.599999905
21.736729,45.07978167,9.202406667,63.35229194,1.921972752,342.7999878,1.5,7.599999905
22.736729,45.07978667,9.202403333,63.35226925,1.790203929,325.5100098,1.5,7.199999809
23.736729,45.07979,9.2024,63.3522516,1.585859179,297.269989,1.399999976,7.300000191
24.736729,45.07979,9.202398333,63.4522478,1.358866692,292.7600098,1.399999976,6.800000191
25.736729,45.07978833,9.202398333,63.65225283,1.112829447,336.9100037,1.299999952,6.699999809
26.736729,45.07978833,9.202398333,63.65225283,0.8853222132,291.3900146,1.299999952,6.400000095
27.736729,45.07978833,9.202398333,63.65225283,0.6778891683,229.2799988,1.299999952,6.400000095
28.736729,45.07978833,9.202398333,63.85225283,0.4992805421,274.5,1.299999952,6.5
