"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.779269671341024E9,"2026-05-20 11:34:31.341 UTC+02:00"
"PAUSE",4.815216725040227E1,1.779269719493243E9,"2026-05-20 11:35:19.493 UTC+02:00"
