"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778934415671000E9,"2026-05-16 14:26:55.671 UTC+02:00"
"PAUSE",3.001026091666426E1,1.778934445681000E9,"2026-05-16 14:27:25.681 UTC+02:00"
