"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778937147395000E9,"2026-05-16 15:12:27.395 UTC+02:00"
"PAUSE",5.348379375005607E0,1.778937152744000E9,"2026-05-16 15:12:32.744 UTC+02:00"
