"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778937667882000E9,"2026-05-16 15:21:07.882 UTC+02:00"
"PAUSE",5.690805875055958E0,1.778937673573000E9,"2026-05-16 15:21:13.573 UTC+02:00"
