"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778933844415000E9,"2026-05-16 14:17:24.415 UTC+02:00"
"PAUSE",1.155262504471466E-2,1.778933844427000E9,"2026-05-16 14:17:24.427 UTC+02:00"
"START",1.155262504471466E-2,1.778933852991000E9,"2026-05-16 14:17:32.991 UTC+02:00"
"PAUSE",1.882683340227231E-2,1.778933852998000E9,"2026-05-16 14:17:32.998 UTC+02:00"
"START",1.882683340227231E-2,1.778933915030000E9,"2026-05-16 14:18:35.030 UTC+02:00"
"PAUSE",3.002502479171380E1,1.778933945036000E9,"2026-05-16 14:19:05.036 UTC+02:00"
