"event","experiment time","system time","system time text"
"START",0.000000000E0,1779737547.374,"2026-05-25 21:32:27.374 UTC+02:00"
"PAUSE",2.495772208E1,1779737572.332,"2026-05-25 21:32:52.332 UTC+02:00"
