"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-1.231374685E-3,-1.002914429E-2,7.025939484E0,6.822362823E0
8.723624982E-3,2.829116821E-2,7.076085205E0,6.844367065E0
1.867962535E-2,3.757186890E-2,7.120243378E0,6.855743408E0
2.863462502E-2,7.753875732E-2,7.112309875E0,6.865173798E0
3.859062493E-2,9.894424438E-2,7.076983337E0,6.873107300E0
4.854562506E-2,6.032455444E-2,7.037016449E0,6.836732941E0
5.850162497E-2,-1.347198486E-3,7.016209717E0,6.825206909E0
6.845662510E-2,-2.574645996E-2,7.034322052E0,6.804549866E0
7.841262501E-2,-5.478607178E-2,7.019203491E0,6.842870178E0
8.836762514E-2,2.993774414E-3,7.027436371E0,6.909481659E0
9.832362505E-2,4.775070190E-2,7.004234619E0,6.949897614E0
1.082786252E-1,5.867797852E-2,6.988217926E0,6.962471466E0
1.182346251E-1,6.885681152E-2,6.974446564E0,6.904392242E0
1.281896252E-1,4.355941772E-2,6.951693878E0,6.885980530E0
1.381456251E-1,2.589614868E-2,6.943311310E0,6.870861969E0
1.481006253E-1,1.586700439E-2,6.943011932E0,6.877298584E0
1.580566252E-1,8.532257080E-3,6.958130493E0,6.954388275E0
1.680116253E-1,4.879852295E-2,6.972650299E0,6.969955902E0
1.779676252E-1,7.604187012E-2,6.968608704E0,6.978338470E0
1.879226253E-1,7.619155884E-2,6.965614929E0,6.968459015E0
1.978786252E-1,7.708969116E-2,6.957082672E0,6.948700104E0
2.078336254E-1,7.918533325E-2,6.945706329E0,6.925049286E0
2.177896253E-1,5.957611084E-2,6.925348663E0,6.909781036E0
2.277446249E-1,6.002517700E-2,6.910828857E0,6.947951660E0
2.377006253E-1,1.185534668E-1,6.922654266E0,6.949897614E0
2.476556250E-1,1.472937012E-1,6.940167847E0,6.990463257E0
2.576116254E-1,1.161584473E-1,6.951993256E0,6.997648315E0
2.675666250E-1,6.586303711E-2,6.929539948E0,6.985373840E0
2.775226249E-1,5.523513794E-2,6.925198975E0,6.934928741E0
2.874776251E-1,6.691085815E-2,6.928641815E0,6.907386017E0
2.974336250E-1,5.209167480E-2,6.946754150E0,6.905140686E0
3.073886251E-1,6.541397095E-2,6.954837341E0,6.916367340E0
3.173439587E-1,6.227050781E-2,6.955436096E0,6.920708313E0
3.272989583E-1,4.311035156E-2,6.962920532E0,6.931635590E0
3.372549587E-1,4.834945679E-2,6.967710571E0,6.914720764E0
3.472099584E-1,6.885681152E-2,6.982080688E0,6.887926483E0
3.571659583E-1,8.158035278E-2,6.984475708E0,6.887776794E0
3.671209584E-1,4.071533203E-2,6.977440338E0,6.898853760E0
3.770769583E-1,4.894821167E-2,6.982380066E0,6.916666718E0
3.870319584E-1,9.580078125E-2,6.998097382E0,6.943161621E0
3.969879583E-1,7.843688965E-2,7.005282440E0,6.963519287E0
4.069429585E-1,5.673202515E-2,6.969656525E0,6.951693878E0
4.168989584E-1,1.811233521E-2,6.929240570E0,6.938221893E0
4.268539585E-1,-3.712280273E-2,6.906936951E0,6.906487885E0
4.368099584E-1,-2.993774414E-4,6.900799713E0,6.902446289E0
4.467649586E-1,5.553451538E-2,6.941215668E0,6.901697845E0
4.567209585E-1,1.067280579E-1,6.999294891E0,6.932533722E0
4.666759586E-1,1.719923401E-1,7.018305359E0,6.938820648E0
4.766319585E-1,2.254312134E-1,7.036118317E0,6.907386017E0
4.865869586E-1,1.196012878E-1,7.008725281E0,6.884333954E0
4.965429585E-1,6.616241455E-2,6.998546448E0,6.855893097E0
5.064979587E-1,-3.742218018E-2,7.011120300E0,6.851402435E0
5.164539586E-1,-9.355545044E-2,7.030879211E0,6.838828583E0
5.264089582E-1,-9.639953613E-2,7.050338745E0,6.896758118E0
5.363649586E-1,-1.068777466E-1,7.058421936E0,6.910828857E0
5.463199583E-1,-1.089733887E-1,7.029681702E0,6.895261230E0
5.562759587E-1,-7.933502197E-2,7.031028900E0,6.860832825E0
5.662319586E-1,-7.529342651E-2,7.007228394E0,6.817423096E0
5.761869587E-1,-6.017486572E-2,7.010820923E0,6.808890839E0
5.861429586E-1,-6.092330933E-2,7.037016449E0,6.818021851E0
5.960979583E-1,-5.553451538E-2,7.037016449E0,6.857240295E0
6.060539586E-1,-5.059478760E-2,7.054080963E0,6.887926483E0
6.160089583E-1,-2.469863892E-2,7.068451080E0,6.871460724E0
6.259649587E-1,-1.916015625E-2,7.065157928E0,6.847660217E0
6.359199584E-1,-1.975891113E-2,7.049739990E0,6.822362823E0
6.458759583E-1,4.700225830E-2,7.045399017E0,6.822063446E0
6.558309584E-1,3.263214111E-2,7.054230652E0,6.810238037E0
6.657869583E-1,4.146377563E-2,7.042704620E0,6.827751617E0
6.757419584E-1,3.278182983E-2,7.056176605E0,6.849306793E0
6.856979583E-1,4.236190796E-2,7.026089172E0,6.868466949E0
6.956529585E-1,2.799179077E-2,7.015161896E0,6.886878662E0
7.056089584E-1,7.783813477E-3,7.005881195E0,6.881789246E0
7.155639585E-1,-3.517684937E-2,6.990612946E0,6.892267456E0
7.255199584E-1,-8.457412720E-2,6.959028625E0,6.902146912E0
7.354749586E-1,-9.131011963E-2,6.948700104E0,6.906637573E0
7.454309585E-1,-1.058299255E-1,6.974446564E0,6.896608429E0
7.553859586E-1,1.152603149E-2,7.014862518E0,6.933880920E0
7.653419585E-1,1.207987976E-1,7.004533997E0,6.996899872E0
7.752969586E-1,2.097138977E-1,6.992259521E0,6.956034851E0
7.852529585E-1,2.700384521E-1,6.974596252E0,6.858288116E0
7.952079587E-1,2.152523804E-1,6.979386292E0,6.804100800E0
8.051639586E-1,2.077679443E-1,6.991810455E0,6.807094574E0
8.151189587E-1,2.007325745E-1,7.002588043E0,6.850055237E0
8.250749586E-1,1.414558411E-1,7.036118317E0,6.887926483E0
8.350299583E-1,8.562194824E-2,7.055727539E0,6.924899597E0
8.449859587E-1,5.298980713E-2,7.039561157E0,6.873706055E0
8.549409583E-1,2.888992310E-2,7.029232635E0,6.821764069E0
8.648969587E-1,1.287322998E-2,7.066205750E0,6.757846985E0
8.748519584E-1,-7.035369873E-3,7.078779602E0,6.824009399E0
8.848079583E-1,-3.248245239E-2,7.061116333E0,6.897057495E0
8.947629584E-1,-1.013392639E-1,7.025041351E0,6.934629364E0
9.047189583E-1,-4.176315308E-2,7.003635864E0,6.901248779E0
9.146739584E-1,2.888992310E-2,7.012168121E0,6.857839050E0
9.246299583E-1,3.113525391E-2,6.977140961E0,6.868017883E0
9.345849585E-1,5.343887329E-2,6.940766602E0,6.873706055E0
9.445409584E-1,5.433700562E-2,6.969656525E0,6.879693604E0
9.544959585E-1,4.700225830E-2,7.005282440E0,6.907984772E0
9.644519584E-1,6.571334839E-2,7.009024658E0,6.931485901E0
9.744069586E-1,4.370910645E-2,7.002138977E0,6.897506561E0
9.843629585E-1,2.035766602E-2,7.015760651E0,6.874155121E0
9.943179586E-1,1.362167358E-2,7.026987305E0,6.872209167E0
1.004273959E0,-3.891906738E-3,6.997348938E0,6.901398468E0
1.014228959E0,3.891906738E-3,7.004683685E0,6.900200958E0
1.024184959E0,8.981323242E-3,7.016359406E0,6.909631348E0
1.034139959E0,1.362167358E-2,7.039261780E0,6.894812164E0
1.044095959E0,-8.083190918E-3,6.990463257E0,6.901997223E0
1.054050958E0,-2.918930054E-2,6.959477692E0,6.896159363E0
1.064006959E0,-2.694396973E-3,6.959777069E0,6.896458740E0
1.073961958E0,-1.496887207E-4,6.962770844E0,6.921606445E0
1.083917959E0,2.874023438E-2,6.950945435E0,6.941814423E0
1.093873959E0,4.879852295E-2,6.962172089E0,6.936874695E0
1.103828959E0,5.209167480E-2,6.954088898E0,6.943011932E0
1.113784959E0,7.274871826E-2,6.966513062E0,6.912026367E0
1.123739958E0,1.004411316E-1,6.975644073E0,6.918313293E0
1.133695959E0,8.652008057E-2,6.960375824E0,6.909481659E0
1.143650958E0,5.523513794E-2,6.951244812E0,6.889423370E0
1.153606959E0,3.757186890E-2,6.952592010E0,6.876250763E0
1.163561958E0,1.901046753E-2,6.981481934E0,6.863227844E0
1.173517958E0,2.110610962E-2,7.010671234E0,6.887178040E0
1.183472958E0,3.143463135E-2,7.026388550E0,6.884483643E0
1.193428958E0,3.188369751E-2,7.032376099E0,6.882537689E0
1.203383958E0,5.688171387E-2,7.041956177E0,6.889573059E0
1.213339958E0,4.011657715E-2,7.041357422E0,6.880142670E0
1.223294958E0,2.365081787E-2,7.021748199E0,6.855144653E0
1.233250958E0,3.891906738E-3,7.002438354E0,6.854545898E0
1.243205959E0,1.631607056E-2,6.976691895E0,6.868167572E0
1.253161958E0,4.296066284E-2,6.987619171E0,6.880891113E0
1.263116959E0,6.780899048E-2,7.007976837E0,6.895111542E0
1.273072958E0,7.948471069E-2,7.004533997E0,6.892117767E0
1.283027959E0,4.849914551E-2,7.024891663E0,6.866371307E0
1.292983958E0,7.035369873E-3,7.038513336E0,6.858587494E0
1.302938959E0,-3.427871704E-2,7.041058044E0,6.888076172E0
1.312894708E0,-3.128494263E-2,7.041507111E0,6.898853760E0
1.322849709E0,-3.772155762E-2,7.034621429E0,6.915618896E0
1.332805709E0,-3.338058472E-2,7.016808472E0,6.895859985E0
1.342760709E0,-3.727249146E-2,7.001989288E0,6.899751892E0
1.352716709E0,-3.083587646E-2,6.982080688E0,6.901248779E0
1.362671709E0,-5.703140259E-2,6.978937225E0,6.904392242E0
1.372627709E0,-3.547622681E-2,6.982380066E0,6.921157379E0
1.382582708E0,-3.293151855E-3,6.955885162E0,6.920858002E0
1.392538709E0,1.242416382E-2,6.956633606E0,6.881340179E0
1.402494709E0,-1.616638184E-2,6.961872711E0,6.857689362E0
1.412449709E0,-3.218307495E-2,7.000492401E0,6.838978271E0
1.422405709E0,-3.727249146E-2,7.012168121E0,6.866970062E0
1.432360709E0,-2.739303589E-2,7.034621429E0,6.936425629E0
1.442316709E0,-2.978805542E-2,7.039710846E0,6.925797729E0
1.452271708E0,-2.454895020E-2,7.034322052E0,6.912026367E0
1.462227709E0,-1.287322998E-2,7.004983063E0,6.881789246E0
1.472182708E0,-2.095642090E-3,6.971752167E0,6.841373291E0
1.482138709E0,-1.616638184E-2,6.958729248E0,6.848258972E0
1.492093708E0,-3.128494263E-2,6.973847809E0,6.892566833E0
1.502049708E0,-7.409591675E-2,7.005581818E0,6.927444305E0
1.512004708E0,-6.646179199E-2,6.991511078E0,6.956932983E0
1.521960708E0,-7.185058594E-2,6.958429871E0,6.951394501E0
1.531915708E0,-8.008346558E-2,6.964417419E0,6.942413177E0
1.541871708E0,-7.185058594E-2,6.946305084E0,6.934779053E0
1.551826708E0,-8.741821289E-2,6.943011932E0,6.919061737E0
1.561782708E0,-9.355545044E-2,6.952292633E0,6.919061737E0
1.571737709E0,-7.424560547E-2,6.944359131E0,6.933431854E0
1.581693708E0,-4.879852295E-2,6.935677185E0,6.951095123E0
1.591648709E0,-5.448669434E-2,6.943910065E0,6.932683411E0
1.601604708E0,-4.385879517E-2,6.957382050E0,6.902146912E0
1.611559709E0,-2.484832764E-2,6.990463257E0,6.903793488E0
1.621515709E0,-8.831634521E-3,7.015760651E0,6.903494110E0
1.631470709E0,-5.239105225E-3,7.014114075E0,6.888824615E0
1.641426709E0,-2.829116821E-2,7.026388550E0,6.857539673E0
1.651381709E0,-5.882766724E-2,7.040309601E0,6.847211151E0
1.661337709E0,-8.532257080E-2,7.053033142E0,6.816075897E0
1.671292708E0,-1.070274353E-1,7.030430145E0,6.829098816E0
1.681248709E0,-9.026229858E-2,7.029532013E0,6.855144653E0
1.691203708E0,-7.574249268E-2,7.056775360E0,6.855893097E0
1.701159709E0,-5.448669434E-2,7.060966644E0,6.857539673E0
1.711114708E0,-2.125579834E-2,7.036118317E0,6.862329712E0
1.721070709E0,-1.901046753E-2,7.012018433E0,6.871161346E0
1.731026709E0,-3.562591553E-2,6.993606720E0,6.862928467E0
1.740981708E0,-3.547622681E-2,6.993606720E0,6.879094849E0
1.750937709E0,-4.520599365E-2,6.983128510E0,6.900051270E0
1.760892708E0,-3.457809448E-2,6.980134735E0,6.931186523E0
1.770848709E0,-2.709365845E-2,6.988367615E0,6.937473450E0
1.780803708E0,-6.930587769E-2,6.965764618E0,6.916367340E0
1.790759708E0,-3.158432007E-2,6.964716797E0,6.908433838E0
1.800714708E0,-5.358856201E-2,6.976392517E0,6.886728973E0
1.810670708E0,-7.274871826E-2,6.980733490E0,6.909182281E0
1.820625708E0,-5.658233643E-2,6.982529755E0,6.929090881E0
1.830581708E0,-5.104385376E-2,6.981631622E0,6.943760376E0
1.840536708E0,-4.146377563E-2,6.971452789E0,6.924749908E0
1.850492708E0,-3.353027344E-2,6.975793762E0,6.903643799E0
1.860447709E0,-3.412902832E-2,6.982230377E0,6.875352631E0
1.870403708E0,-8.681945801E-3,6.987020416E0,6.876699829E0
1.880358709E0,3.592529297E-3,6.999594269E0,6.886279907E0
1.890314708E0,-1.032852173E-2,7.011719055E0,6.904242554E0
1.900269709E0,2.230361938E-2,7.023694153E0,6.898105316E0
