"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
-8.483335841E-5,1.527374005E0,3.411997975E0,-1.192868831E0,3.923969620E0
9.886166663E-3,1.222585696E0,3.226757891E0,-2.208511478E0,4.096853088E0
1.985616668E-2,1.308576750E0,2.269947881E0,-2.291701570E0,3.480938462E0
2.982616663E-2,5.376945294E-1,1.949209391E0,-1.905988820E0,2.778727413E0
3.979716665E-2,1.586723828E-1,2.017552525E0,-1.897651860E0,2.774306705E0
4.976716667E-2,-8.433263719E-2,1.933182758E0,-7.054993129E-1,2.059620560E0
5.973716668E-2,-4.118317141E-1,1.638847955E0,1.342415464E-1,1.695125002E0
6.970816664E-2,-8.539633343E-1,1.458357857E0,3.520322031E-1,1.726264084E0
7.967816666E-2,-1.439672348E0,1.834045263E0,-1.292234659E-1,2.335182477E0
8.964816667E-2,-1.761175800E0,1.525950500E0,-5.164757878E-1,2.386841504E0
9.961916663E-2,-2.830980621E0,7.780910334E-1,-2.853792071E-1,2.949799693E0
1.095891666E-1,-2.301286325E0,-1.798012966E-1,3.572648764E-3,2.308302411E0
1.195591667E-1,-2.220278123E0,-8.356276354E-1,6.177273434E-1,2.451427249E0
1.295301667E-1,-2.191290990E0,-2.662032634E-2,4.372349060E-1,2.234645208E0
1.395001666E-1,-1.266040741E0,3.307562318E-1,1.237453265E0,1.800985682E0
1.494701667E-1,-1.975081859E0,-2.136932203E-1,1.075561405E0,2.259080671E0
1.594401667E-1,-1.965772945E0,-1.427569635E0,1.062028610E0,2.651437931E0
1.694111667E-1,-1.920699829E0,-2.088262319E0,5.539997095E-1,2.890820476E0
1.793811666E-1,-2.239090077E0,-2.157393950E0,6.072748607E-1,3.168068147E0
1.893511667E-1,-2.015338477E0,-1.932510620E0,1.249690903E0,3.059070745E0
1.993221667E-1,-1.871880110E0,-1.809263301E0,6.382767981E-1,2.680441402E0
2.092921666E-1,-6.374859622E-1,-2.190660221E0,9.864708889E-1,2.485659947E0
2.192621666E-1,-7.244963318E-1,-2.584251217E0,2.036301037E0,3.368942149E0
2.292331667E-1,2.512774415E-1,-2.907525937E0,1.780947867E0,3.418862783E0
2.392031667E-1,6.932260072E-1,-2.635858158E0,1.090526184E0,2.935567728E0
2.491731666E-1,3.324473562E-1,-2.355576846E0,2.087853599E-1,2.388065084E0
2.591441667E-1,1.402124489E-1,-2.449827238E0,5.451557958E-1,2.513664231E0
2.691141667E-1,-2.284781975E-1,-2.306675996E0,8.406068319E-1,2.465679680E0
2.790841667E-1,-6.436533860E-1,-2.042549664E0,1.333606049E0,2.522856299E0
2.890541666E-1,-1.773331138E-1,-2.324875748E0,1.956097119E0,3.043486523E0
2.990251667E-1,-4.879837677E-1,-2.211167284E0,1.577198129E0,2.759518591E0
