"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778935624524000E9,"2026-05-16 14:47:04.524 UTC+02:00"
"PAUSE",3.000767820834881E1,1.778935654532000E9,"2026-05-16 14:47:34.532 UTC+02:00"
