"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.368805885E-2,4.550613796E1,9.156646354E0,1.413700144E2,NaN,NaN,9.713436564E1,4.179039460E0
5.031220913E-1,4.550594055E1,9.157565143E0,1.335341837E2,NaN,NaN,5.653818126E1,3.000000000E1
6.367857456E-1,4.550591332E1,9.156860951E0,1.415985909E2,0.000000000E0,NaN,2.179255244E1,8.000000000E0
1.816790700E0,4.550592496E1,9.156763912E0,1.358890572E2,0.000000000E0,NaN,5.280319038E0,4.000000000E0
2.816798210E0,4.550593119E1,9.156773938E0,1.376822701E2,0.000000000E0,NaN,4.528789734E0,4.000000000E0
3.816805243E0,4.550593440E1,9.156784304E0,1.390517159E2,0.000000000E0,NaN,3.925235471E0,3.000000000E0
4.816811919E0,4.550593515E1,9.156791571E0,1.391529121E2,5.099999905E-1,1.582031250E2,3.651036286E0,3.000000000E0
5.816819191E0,4.550593079E1,9.156800711E0,1.386902046E2,1.409999967E0,1.501171875E2,3.535428789E0,3.000000000E0
6.816460133E0,4.550592149E1,9.156815047E0,1.374222603E2,1.409999967E0,1.409765625E2,3.535451716E0,3.000000000E0
7.816458583E0,4.550590937E1,9.156834042E0,1.372522774E2,2.000000000E0,1.364062500E2,3.454291660E0,3.000000000E0
8.816465616E0,4.550589967E1,9.156853631E0,1.368881416E2,2.000000000E0,1.360546875E2,3.473467030E0,3.000000000E0
9.816466093E0,4.550588799E1,9.156874315E0,1.366722603E2,2.269999981E0,1.364062500E2,3.496364879E0,3.000000000E0
1.081646585E1,4.550587414E1,9.156893335E0,1.362517891E2,2.269999981E0,1.367578125E2,3.513905318E0,3.000000000E0
1.181647301E1,4.550585877E1,9.156910435E0,1.365268745E2,2.259999990E0,1.367578125E2,3.523647862E0,3.000000000E0
1.281647253E1,4.550583993E1,9.156924939E0,1.363587227E2,2.259999990E0,1.504687500E2,3.528769104E0,3.000000000E0
1.381647301E1,4.550582242E1,9.156939756E0,1.363587231E2,2.259999990E0,1.504687602E2,2.986595818E0,4.029364438E0
1.481648409E1,4.550580177E1,9.156957279E0,1.367268263E2,2.670000076E0,1.487109502E2,3.470540781E0,4.029364438E0
1.581648564E1,4.550578117E1,9.156976377E0,1.363946730E2,2.670000076E0,1.476562630E2,3.827010134E0,4.029364438E0
1.681648481E1,4.550576307E1,9.156996400E0,1.363565870E2,2.579999924E0,1.462500131E2,4.069288173E0,4.029364438E0
1.781649280E1,4.550574518E1,9.157015498E0,1.364160352E2,2.500000000E0,1.462500127E2,4.175733510E0,4.029364438E0
1.881649160E1,4.550572872E1,9.157033381E0,1.364878736E2,2.339999914E0,1.466015743E2,4.249102909E0,4.029364438E0
1.981648600E1,4.550571285E1,9.157048750E0,1.366209912E2,2.339999914E0,1.480078238E2,4.348858218E0,4.029364438E0
