"event","experiment time","system time","system time text"
"START",0.000000000E0,1779737825.213,"2026-05-25 21:37:05.213 UTC+02:00"
"PAUSE",2.815850331E1,1779737853.371,"2026-05-25 21:37:33.371 UTC+02:00"
