Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m)
0.538826015,45.07961167,9.202528333,64.75308227,0.05404583365,106.1600037,3.700000048,12.69999981
1.038826015,45.07960667,9.202538333,64.65312014,0.2388311177,75.26000214,3.400000095,12.10000038
1.538826015,45.07960167,9.202535,65.75312764,0.3011125028,64.38999939,2.200000048,10.69999981
2.038826015,45.07959667,9.202526667,66.65312375,0.1225038916,60.43000031,1.899999976,10.89999962
2.538826015,45.07959667,9.202523333,67.05311616,0.1816969514,43.95999908,1.700000048,11.30000019
3.038826015,45.07959333,9.202516667,67.55311104,0.07514944673,78.31999969,1.600000024,11.30000019
4.328826015,45.07959333,9.202511667,67.65309965,0.04529555514,328.7799988,1.600000024,10.39999962
5.828826015,45.07959,9.202496667,67.55307554,0.06948749721,280.7799988,1.5,8.600000381
6.825826015,45.07959,9.202496667,67.55307554,0.02625083365,5.170000076,1.5,7.900000095
7.825826015,45.07959167,9.202498333,66.95307431,0.02007416636,329.6000061,1.399999976,7.5
8.825826015,45.07959167,9.202498333,66.95307431,0.02522138879,59.65000153,1.399999976,7.300000191
9.825826015,45.079595,9.2025,66.55306804,0.1652258337,353.25,1.399999976,7.099999905
10.82582602,45.07960167,9.202495,66.45303653,0.7411999702,333.0400085,1.399999976,7.099999905
11.82582602,45.07961167,9.202488333,66.35299115,1.104079127,349.3099976,1.5,7.199999809
12.82582602,45.07962,9.202481667,65.75295081,0.9167202711,318.3800049,1.5,7.199999809
13.82582602,45.079635,9.202475,65.65289034,1.59203589,342.75,1.600000024,7.5
14.82582602,45.07965667,9.20246,65.45279077,2.095948935,336.0100098,1.600000024,7.400000095
15.82582602,45.07967667,9.202446667,65.25270002,2.248821497,334.6600037,1.600000024,7.5
16.82582602,45.07969833,9.202435,65.05260804,2.130949974,345.8299866,1.600000024,7.699999809
17.82582602,45.079715,9.202426667,64.65253874,2.046535492,339.0899963,1.600000024,7.599999905
18.82582602,45.07973667,9.202415,64.55244676,2.098522425,334.6000061,1.600000024,7.599999905
19.82582602,45.07975333,9.202406667,64.25237747,1.622919202,338.8800049,1.600000024,7.400000095
20.82582602,45.07977,9.202395,64.15230059,1.799468875,334.9700012,1.5,7.099999905
21.82582602,45.07978,9.202388333,63.95225521,1.820572495,332.9200134,1.5,7.0
22.82582602,45.07978667,9.202383333,63.9522237,1.808219194,326.5,1.5,7.0
23.82582602,45.07979167,9.202381667,64.15220481,1.654831886,233.1300049,1.5,6.900000095
24.82582602,45.079795,9.202385,64.25220234,1.449457765,262.480011,1.399999976,6.900000095
25.82582602,45.07979667,9.202383333,64.35219351,1.225038886,45.75999832,1.299999952,6.900000095
26.82582602,45.07979667,9.202383333,64.55219351,1.0140028,331.3699951,1.299999952,6.699999809
27.82582602,45.07979667,9.202383333,64.55219351,0.8106874824,270.230011,1.200000048,6.599999905
28.82582602,45.07979667,9.202383333,64.55219351,0.6037691832,254.9499969,1.200000048,6.5
29.82582602,45.07979667,9.202383333,64.55219351,0.4153808355,256.9200134,1.200000048,6.5
30.82582602,45.07979667,9.202383333,64.75219351,0.2352280617,294.6799927,1.200000048,6.5
31.82582602,45.07979833,9.202383333,64.85218848,0.0,302.75,1.200000048,6.599999905
32.82582602,45.07979833,9.202381667,64.85218469,0.0,324.6000061,1.200000048,6.099999905
33.82582602,45.07979833,9.20238,64.95218089,0.0,1.690000057,1.200000048,6.199999809
34.82582602,45.07979833,9.20238,64.95218089,0.0,1.690000057,1.200000048,6.199999809
