Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m)
0.013498539,45.07701,9.2035002,63.46315507,,,194.9160004,59.9936142
0.539938335,45.07956833,9.202565,62.25329661,0.04632499814,116.4700012,5.900000095,23.70000076
1.039938335,45.07958167,9.202523333,62.25316145,0.1688288897,157.9499969,4.699999809,12.89999962
1.539938335,45.07958333,9.202521667,62.25315262,0.1683141738,148.5899963,4.599999905,12.80000019
2.039938335,45.079595,9.202511667,62.35309462,0.1225038916,181.7200012,2.299999952,12.80000019
2.539938335,45.079595,9.202505,62.55307943,0.04375138879,166.4100037,2.0,11.60000038
3.039938335,45.07959,9.2025,62.65308314,0.02522138879,170.9700012,1.799999952,11.89999962
4.039938335,45.079585,9.202498333,63.25309443,0.04169249907,174.3800049,1.700000048,11.60000038
5.413938335,45.07958667,9.20251,63.95311598,0.08081138879,68.95999908,1.600000024,11.10000038
6.413938335,45.07959,9.202511667,64.05310971,0.09985610843,19.31999969,1.600000024,10.10000038
7.413938335,45.07959833,9.202506667,64.15307317,0.6222991943,333.4200134,1.5,8.600000381
8.413938335,45.079605,9.202501667,64.15304165,0.7020810843,339.1900024,1.600000024,8.399999619
9.413938335,45.07961667,9.202496667,64.35299504,1.395926714,338.7600098,1.5,8.399999619
10.41193834,45.07963167,9.202488333,64.45293078,1.581226707,328.6199951,1.600000024,8.300000191
11.41193834,45.07964667,9.202481667,64.55287031,1.503503561,353.9500122,1.600000024,8.300000191
12.41193834,45.07966,9.202475,64.65281487,1.747996688,335.6600037,1.600000024,8.300000191
13.41193834,45.079675,9.202463333,64.25274301,2.017711163,341.4500122,1.600000024,8.5
14.41193834,45.07969333,9.202448333,63.7526535,2.087713242,338.8599854,1.600000024,8.699999809
15.41193834,45.07971333,9.202435,63.55256276,2.0367558,337.2200012,1.600000024,8.800000191
16.41193834,45.07972833,9.202425,63.3524947,1.877706647,342.730011,1.600000024,8.800000191
17.41193834,45.07974333,9.202418333,63.15243423,1.764467835,337.1300049,1.600000024,8.800000191
18.41193834,45.07975833,9.202413333,62.95237756,1.639904976,338.5700073,1.600000024,8.300000191
19.41193834,45.07977,9.202408333,62.75233095,1.622919202,338.6000061,1.5,8.300000191
20.41193834,45.079785,9.202401667,62.55227049,1.76137948,334.8800049,1.5,7.699999809
21.41193834,45.079795,9.202396667,62.25222891,1.708877802,334.3099976,1.5,7.5
22.41193834,45.07980167,9.202393333,62.1522012,1.569388032,357.2200012,1.5,7.400000095
23.41193834,45.07980333,9.20239,62.45218857,1.376881957,352.8200073,1.399999976,7.400000095
24.41193834,45.07980333,9.20239,62.45218857,1.176140308,354.5100098,1.399999976,7.699999809
