"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778939404933000E9,"2026-05-16 15:50:04.933 UTC+02:00"
"PAUSE",3.000660095829517E1,1.778939434940000E9,"2026-05-16 15:50:34.940 UTC+02:00"
