"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.224100590E-2,4.549835374E1,9.164014031E0,1.329215834E2,0.000000000E0,1.306688744E2,3.530480648E0,6.767689887E0
6.086099148E-2,4.549835458E1,9.164018282E0,1.387118551E2,NaN,NaN,2.290446087E1,6.789293131E0
8.228369951E-1,4.549835269E1,9.164209590E0,1.387114851E2,NaN,NaN,2.521866815E1,6.789503501E0
2.658699632E0,4.549843672E1,9.163956572E0,1.342116318E2,1.350000024E0,3.325781250E2,3.508043658E0,3.000000000E0
3.658693910E0,4.549845568E1,9.163938763E0,1.346014633E2,2.170000076E0,3.322265625E2,3.414080381E0,3.000000000E0
4.658686996E0,4.549847651E1,9.163913790E0,1.354713974E2,3.150000095E0,3.181640625E2,3.457691830E0,3.000000000E0
5.658681154E0,4.549849863E1,9.163886548E0,1.345782089E2,3.150000095E0,3.167578125E2,3.471427223E0,3.000000000E0
6.659652591E0,4.549851957E1,9.163860395E0,1.343877182E2,2.859999895E0,3.181640625E2,3.484410058E0,3.000000000E0
7.659656048E0,4.549853969E1,9.163835753E0,1.356534042E2,2.740000010E0,3.241406250E2,3.494721969E0,3.000000000E0
8.659650922E0,4.549856057E1,9.163813998E0,1.363177109E2,2.549999952E0,3.227343750E2,3.507806884E0,3.000000000E0
9.659655452E0,4.549858649E1,9.163789566E0,1.364812241E2,3.309999943E0,3.192187500E2,3.417239025E0,3.000000000E0
1.065966082E1,4.549860932E1,9.163762792E0,1.362137070E2,2.809999943E0,3.195703125E2,3.450224445E0,3.000000000E0
1.165965772E1,4.549862946E1,9.163738666E0,1.359414902E2,2.809999943E0,3.174609375E2,3.469154375E0,3.000000000E0
1.265966868E1,4.549864930E1,9.163712781E0,1.356865463E2,2.930000067E0,3.160546875E2,3.483155745E0,3.000000000E0
1.365967298E1,4.549866830E1,9.163686936E0,1.356865470E2,2.930000067E0,3.160546689E2,2.928959207E0,4.029364438E0
1.465966654E1,4.549868937E1,9.163661706E0,1.354499138E2,2.990000010E0,3.202734201E2,3.157757666E0,4.029364438E0
1.565967071E1,4.549871258E1,9.163640212E0,1.354707878E2,2.930000067E0,3.251952972E2,3.257891703E0,4.029364438E0
1.665967286E1,4.549873395E1,9.163622097E0,1.348188712E2,2.710000038E0,3.283593620E2,3.447138359E0,4.029364438E0
1.765966606E1,4.549875686E1,9.163601615E0,1.345072258E2,2.940000057E0,3.266015477E2,3.725979695E0,4.029364438E0
1.865966702E1,4.549878572E1,9.163574895E0,1.351910640E2,3.660000086E0,3.255468561E2,3.952996777E0,4.029364438E0
1.965967250E1,4.549881017E1,9.163551007E0,1.352257928E2,3.230000019E0,3.251952957E2,4.084482092E0,4.029364438E0
2.065966725E1,4.549883733E1,9.163524689E0,1.349167108E2,3.230000019E0,3.213281066E2,4.748651530E0,4.029364438E0
2.165965986E1,4.549886150E1,9.163497311E0,1.348768548E2,3.230000019E0,3.216796692E2,4.748651530E0,4.029364438E0
2.265965319E1,4.549888249E1,9.163470327E0,1.344306878E2,3.109999895E0,3.199218567E2,4.748651530E0,4.029364438E0
