"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
9.060978889E-3,4.550212823E1,9.158760874E0,1.324942486E2,NaN,NaN,3.534458211E1,3.000000000E1
1.386296749E-2,4.550212899E1,9.158756686E0,1.324942486E2,NaN,NaN,2.732340899E1,3.000000000E1
4.287803173E-2,4.550212900E1,9.158756673E0,1.324950878E2,NaN,NaN,2.732551276E1,3.000000000E1
1.132308006E0,4.550216767E1,9.158597822E0,1.393342476E2,6.899999976E-1,2.274609375E2,1.891574415E1,1.200000000E1
2.237545013E0,4.550215295E1,9.158574155E0,1.316330757E2,6.899999976E-1,1.096875000E2,1.354555325E1,4.000000000E0
3.239537001E0,4.550214780E1,9.158586005E0,1.322666817E2,6.899999976E-1,1.553906250E2,1.359690425E1,3.000000000E0
4.236956120E0,4.550213812E1,9.158594429E0,1.330308418E2,1.190000057E0,1.557421875E2,1.357681561E1,3.000000000E0
5.237648964E0,4.550212284E1,9.158600256E0,1.337658882E2,2.150000095E0,1.792968750E2,1.362770104E1,3.000000000E0
6.212281823E0,4.550210389E1,9.158604778E0,1.341875191E2,2.750000000E0,1.796484375E2,1.368645833E1,3.000000000E0
7.212275863E0,4.550208452E1,9.158610527E0,1.332276192E2,2.750000000E0,1.722656250E2,1.373797076E1,3.000000000E0
8.212259769E0,4.550206103E1,9.158613659E0,1.328885689E2,2.750000000E0,1.726171875E2,1.378406776E1,3.000000000E0
9.212253809E0,4.550203530E1,9.158616701E0,1.330523262E2,2.750000000E0,1.698046875E2,1.383660031E1,3.000000000E0
1.021225095E1,4.550200794E1,9.158619377E0,1.329607124E2,2.710000038E0,1.768359375E2,1.389076763E1,3.000000000E0
1.121223807E1,4.550198190E1,9.158622438E0,1.329416084E2,3.000000000E0,1.687500000E2,1.394094770E1,3.000000000E0
1.221223664E1,4.550195452E1,9.158628525E0,1.330191231E2,3.000000000E0,1.726171875E2,1.399301732E1,3.000000000E0
1.321223199E1,4.550195589E1,9.158642561E0,1.330191238E2,3.000000000E0,1.726171910E2,1.311385776E1,3.000000000E0
1.421222043E1,4.550192951E1,9.158648604E0,1.329787796E2,3.000000000E0,1.701562547E2,1.317005193E1,3.000000000E0
1.521221590E1,4.550190306E1,9.158654920E0,1.332085159E2,3.029999971E0,1.715625041E2,1.323722985E1,3.000000000E0
1.621221447E1,4.550187581E1,9.158660036E0,1.333932083E2,3.059999943E0,1.736718781E2,1.330237345E1,3.000000000E0
1.721219897E1,4.550184906E1,9.158662316E0,1.329701126E2,3.059999943E0,1.789453130E2,1.336699260E1,3.000000000E0
1.821219254E1,4.550182333E1,9.158663668E0,1.329246414E2,2.900000095E0,1.796484377E2,1.342881697E1,3.000000000E0
1.921219289E1,4.550182230E1,9.158677400E0,1.328548782E2,2.900000095E0,1.764843766E2,1.265361504E1,3.000000000E0
2.021218431E1,4.550179624E1,9.158679677E0,1.325555008E2,2.930000067E0,1.771875013E2,1.276297324E1,3.000000000E0
2.121217632E1,4.550176210E1,9.158577937E0,1.324588210E2,2.740000010E0,1.750781271E2,2.176776651E1,3.000000000E0
2.221216786E1,4.550173654E1,9.158582862E0,1.324403884E2,2.849999905E0,1.743750025E2,2.176776651E1,3.000000000E0
2.321215999E1,4.550170972E1,9.158587553E0,1.324798171E2,2.849999905E0,1.733203155E2,2.176776651E1,3.000000000E0
