"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.001083318E-3,-3.691323853E-1,6.212980042E0,7.594756622E0
1.395408344E-2,-4.013154602E-1,6.171366577E0,7.596253510E0
2.390608331E-2,-4.070036316E-1,6.169121246E0,7.626790009E0
3.385908343E-2,-4.215234375E-1,6.172264709E0,7.643255768E0
4.381208331E-2,-4.162843323E-1,6.145021362E0,7.630382538E0
5.376508343E-2,-3.662882996E-1,6.149811401E0,7.571105804E0
6.371808331E-2,-4.456233215E-1,6.148763580E0,7.552694092E0
7.367108343E-2,-5.300477600E-1,6.141728210E0,7.544910278E0
8.362408332E-2,-6.018983459E-1,6.149512024E0,7.543263702E0
9.357608343E-2,-6.602769470E-1,6.137985992E0,7.594157867E0
1.035290833E-1,-7.174580383E-1,6.147416382E0,7.603887634E0
1.134820834E-1,-7.647596741E-1,6.144572296E0,7.615713043E0
1.234350833E-1,-9.848020935E-1,6.068530426E0,7.619155884E0
1.333880834E-1,-1.160237274E0,5.994584198E0,7.692952423E0
1.433410833E-1,-1.264869690E0,5.989644470E0,7.857610016E0
1.532930834E-1,-1.381926270E0,5.994135132E0,7.933202820E0
1.632460833E-1,-1.514400787E0,5.971532135E0,7.850424957E0
1.731990834E-1,-1.571282501E0,5.900280304E0,7.753875732E0
1.831520833E-1,-1.555415497E0,5.894292755E0,7.615114288E0
1.931050834E-1,-1.534459076E0,5.891149292E0,7.632178802E0
2.030580833E-1,-1.383872223E0,5.968089294E0,7.698640594E0
2.130110834E-1,-1.238524475E0,6.009253693E0,7.808811493E0
2.229630833E-1,-1.034947815E0,6.107299805E0,7.829318848E0
2.329160834E-1,-8.478369141E-1,6.159690857E0,7.764054565E0
2.428690833E-1,-6.216572571E-1,6.225254517E0,7.622449036E0
2.528220834E-1,-5.463638306E-1,6.267017670E0,7.515720978E0
2.627750833E-1,-4.149371338E-1,6.308032379E0,7.378755798E0
2.727280834E-1,-5.038522339E-1,6.307882690E0,7.336842957E0
2.826800833E-1,-4.797523499E-1,6.289470978E0,7.464976501E0
2.926330834E-1,-4.215234375E-1,6.311175842E0,7.647447052E0
3.025860833E-1,-3.653901672E-1,6.326893158E0,7.782166901E0
