"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
5.505084991E-3,4.549831600E1,9.166941974E0,1.305826728E2,0.000000000E0,3.970439844E1,1.206994176E1,1.042563997E1
4.387009144E-2,4.549832691E1,9.166934946E0,1.305826728E2,NaN,NaN,2.890378688E2,1.051314386E1
5.711690187E-1,4.549848604E1,9.166240019E0,1.363724677E2,NaN,NaN,3.962290197E1,1.051319931E1
5.931961536E-1,4.549848755E1,9.166233437E0,1.305826728E2,1.360000014E0,3.375000000E2,2.814999983E1,1.051319931E1
2.128190160E0,4.549863442E1,9.166380575E0,1.303564682E2,1.360000014E0,3.069140625E2,7.454671936E0,4.000000000E0
3.128184915E0,4.549864408E1,9.166362244E0,1.305297470E2,1.659999967E0,3.065625000E2,5.912053565E0,4.000000000E0
4.128178477E0,4.549865429E1,9.166338850E0,1.308222885E2,1.720000029E0,3.037500000E2,5.216522873E0,4.000000000E0
5.128172874E0,4.549866387E1,9.166309517E0,1.312080307E2,2.099999905E0,3.048046875E2,5.018267030E0,4.000000000E0
6.128704309E0,4.549867643E1,9.166282919E0,1.314665146E2,2.500000000E0,3.093750000E2,4.374646475E0,4.000000000E0
7.128705144E0,4.549869140E1,9.166250366E0,1.318835068E2,2.240000010E0,3.132421875E2,4.162446806E0,3.000000000E0
8.128693342E0,4.549870686E1,9.166224547E0,1.320263901E2,2.500000000E0,3.160546875E2,4.375535925E0,3.000000000E0
9.128687978E0,4.549872220E1,9.166205141E0,1.324084702E2,2.029999971E0,3.157031250E2,3.790255065E0,3.000000000E0
1.012869263E1,4.549873621E1,9.166184805E0,1.322016220E2,2.390000105E0,3.157031250E2,3.530262324E0,3.000000000E0
1.112868500E1,4.549875192E1,9.166160867E0,1.326195908E2,2.390000105E0,3.146484375E2,3.531412525E0,3.000000000E0
1.212868762E1,4.549876712E1,9.166136936E0,1.325943832E2,2.390000105E0,3.132421875E2,3.532289883E0,3.000000000E0
1.312869322E1,4.549878042E1,9.166116809E0,1.325943837E2,2.390000105E0,3.132421716E2,2.894721614E0,4.029364438E0
1.412868261E1,4.549879499E1,9.166092846E0,1.325045400E2,2.480000019E0,3.104296703E2,3.122457430E0,4.029364438E0
1.512867236E1,4.549880945E1,9.166068512E0,1.325627065E2,2.480000019E0,3.114843580E2,3.337831209E0,4.029364438E0
1.612867844E1,4.549882284E1,9.166044482E0,1.324571157E2,2.390000105E0,3.097265457E2,3.503409863E0,4.029364438E0
1.712867308E1,4.549883644E1,9.166019767E0,1.323825917E2,2.390000105E0,3.097265457E2,3.660708593E0,4.029364438E0
1.812867260E1,4.549884964E1,9.165994910E0,1.324333120E2,2.390000105E0,3.093749831E2,3.789624610E0,4.029364438E0
1.912866092E1,4.549886522E1,9.165963259E0,1.322347647E2,2.680000067E0,3.097265437E2,3.858880454E0,4.029364438E0
2.012864649E1,4.549888020E1,9.165937129E0,1.321112906E2,2.680000067E0,3.132421697E2,4.165580787E0,4.029364438E0
2.112864029E1,4.549889103E1,9.165913961E0,1.316494375E2,2.400000095E0,3.118359212E2,4.748651530E0,4.029364438E0
2.212863314E1,4.549890361E1,9.165893364E0,1.313620839E2,2.299999952E0,3.125390470E2,4.748651530E0,4.029364438E0
2.312862611E1,4.549891282E1,9.165873301E0,1.310517201E2,2.190000057E0,3.072656091E2,4.748651530E0,4.029364438E0
2.412861860E1,4.549892359E1,9.165855308E0,1.309923329E2,2.109999895E0,3.097265477E2,4.748651530E0,4.029364438E0
2.512863171E1,4.549893310E1,9.165835672E0,1.307669300E2,2.109999895E0,3.093749851E2,4.748651530E0,4.029364438E0
2.612860513E1,4.549894319E1,9.165805924E0,1.307008900E2,2.109999895E0,3.033984214E2,4.748651530E0,4.029364438E0
2.712859845E1,4.549896102E1,9.165763322E0,1.305426872E2,2.940000057E0,3.023437273E2,4.748651530E0,4.029364438E0
2.812859213E1,4.549897492E1,9.165733356E0,1.306653068E2,2.940000057E0,3.033984151E2,4.748651530E0,4.029364438E0
2.912858582E1,4.549899058E1,9.165711435E0,1.305317008E2,2.700000048E0,3.090234184E2,4.748651530E0,4.029364438E0
3.012857938E1,4.549900696E1,9.165686163E0,1.304187247E2,2.720000029E0,3.100781060E2,4.748651530E0,4.029364438E0
3.112857246E1,4.549902193E1,9.165657996E0,1.305866324E2,2.720000029E0,3.083202930E2,4.748651530E0,4.029364438E0
3.212856638E1,4.549903631E1,9.165629266E0,1.309001090E2,2.720000029E0,3.058593549E2,4.748651530E0,4.029364438E0
3.312855971E1,4.549904439E1,9.165580595E0,1.313064849E2,2.715604254E0,2.992983875E2,7.629724371E0,3.623933241E0
3.412855363E1,4.549905960E1,9.165552338E0,1.316854460E2,2.862949979E0,2.998696365E2,1.044005374E1,4.939384562E0
3.512854671E1,4.549907992E1,9.165527042E0,1.318718444E2,2.956836683E0,3.056860238E2,1.124205999E1,5.344455421E0
3.612854016E1,4.549909752E1,9.165500546E0,1.318202739E2,2.832011631E0,3.013588262E2,1.178820757E1,5.526756546E0
3.712853384E1,4.549911835E1,9.165498797E0,1.313975289E2,2.351839683E0,3.319366784E2,1.156878036E1,5.328888494E0
3.812852752E1,4.549913456E1,9.165459466E0,1.312402484E2,2.701563997E0,3.153460091E2,1.387107612E1,6.171448572E0
3.912852144E1,4.549915816E1,9.165433194E0,1.315741772E2,2.943752062E0,3.189803149E2,1.457030685E1,6.298455432E0
4.012851799E1,4.549917267E1,9.165404599E0,1.312000565E2,2.635252191E0,3.197170002E2,1.596675367E1,6.905127301E0
4.112851310E1,4.549919843E1,9.165372815E0,1.311444259E2,2.825748544E0,3.251463528E2,1.669593920E1,7.286513933E0
4.212850559E1,4.549921402E1,9.165349137E0,1.307023341E2,3.358096371E0,3.169826382E2,1.677448090E1,1.426145105E1
4.312849665E1,4.549923486E1,9.165316610E0,1.317382129E2,3.486513334E0,3.129203497E2,1.614943612E1,1.380424442E1
4.412848949E1,4.549925046E1,9.165292148E0,1.319889474E2,3.106117782E0,3.128802920E2,1.576993919E1,1.336100751E1
4.512848425E1,4.549927450E1,9.165282097E0,1.316749887E2,2.640582356E0,3.274268124E2,1.518874100E1,1.250724711E1
4.612847722E1,4.549929793E1,9.165262646E0,1.317290540E2,2.574306447E0,3.300727789E2,1.508072111E1,1.235957431E1
4.712847149E1,4.549930795E1,9.165228939E0,1.316704509E2,2.410964960E0,3.096249735E2,1.461681576E1,1.169948142E1
4.812846577E1,4.549932251E1,9.165202597E0,1.309792823E2,2.485470161E0,3.073125535E2,1.498909541E1,1.166303028E1
4.912845922E1,4.549935804E1,9.165182633E0,1.314220665E2,3.202517228E0,3.275052176E2,1.560105500E1,1.222550012E1
5.012845325E1,4.549938679E1,9.165160027E0,1.318791299E2,3.514110344E0,3.316232546E2,1.609888590E1,1.227532581E1
5.112844706E1,4.549939328E1,9.165130515E0,1.316926899E2,2.780336643E0,3.156770367E2,1.594116192E1,1.200425710E1
5.212844074E1,4.549941207E1,9.165104920E0,1.320072857E2,2.735129178E0,3.159351379E2,1.619142643E1,1.257066643E1
5.312843478E1,4.549943554E1,9.165084366E0,1.322541933E2,2.814920388E0,3.228236234E2,1.593474427E1,1.260311645E1
5.412842846E1,4.549943109E1,9.165039217E0,1.314794911E2,2.880783156E0,2.837648566E2,1.581902911E1,1.256477291E1
5.512842286E1,4.549946842E1,9.165033810E0,1.321308937E2,2.825631089E0,3.221830063E2,1.581325660E1,1.271105045E1
5.612841654E1,4.549948715E1,9.165006034E0,1.324053026E2,2.927476668E0,3.175046398E2,1.613282626E1,1.274011622E1
5.712841082E1,4.549950249E1,9.164973673E0,1.329691916E2,2.962676535E0,3.181276855E2,1.589189989E1,1.242760804E1
5.812840414E1,4.549953991E1,9.164969278E0,1.325465026E2,3.484464870E0,3.181276855E2,1.604075454E1,1.266631491E1
5.912839830E1,4.549955091E1,9.164954558E0,1.319602563E2,2.392544292E0,3.181276855E2,1.636586193E1,1.304711858E1
6.012839270E1,4.549957269E1,9.164931430E0,1.317949123E2,2.550707433E0,3.181276855E2,1.625986641E1,1.280723497E1
6.112838626E1,4.549958239E1,9.164892771E0,1.327551764E2,2.686018069E0,3.181276855E2,1.615917074E1,1.296107291E1
6.212838006E1,4.549960552E1,9.164853791E0,1.331166546E2,3.335914663E0,3.181276855E2,1.606350977E1,1.280109058E1
6.312837362E1,4.549958470E1,9.164811796E0,1.331817389E2,3.146104755E0,2.551670380E2,1.597263216E1,1.297251431E1
6.412836766E1,4.549958785E1,9.164772788E0,1.321688278E2,3.317299208E0,2.640754395E2,1.588629823E1,1.330614886E1
6.512836206E1,4.549957699E1,9.164743951E0,1.327240867E2,2.867216881E0,2.640754395E2,1.580428109E1,1.319013984E1
6.612835622E1,4.549956561E1,9.164700989E0,1.324126763E2,3.269735788E0,2.482057190E2,1.572636475E1,1.341437359E1
6.712834990E1,4.549956213E1,9.164661735E0,1.318065816E2,3.210591190E0,2.482057190E2,1.565234416E1,1.334392029E1
6.812834322E1,4.549955600E1,9.164623172E0,1.328120144E2,3.101253641E0,2.482057190E2,1.558202470E1,1.337014988E1
6.912833822E1,4.549954626E1,9.164588506E0,1.325109387E2,3.086755354E0,2.482057190E2,1.551522110E1,1.353857390E1
7.012833166E1,4.549953960E1,9.164564823E0,1.316336292E2,2.862375984E0,2.482057190E2,1.545175780E1,1.320490532E1
7.112832546E1,4.549953906E1,9.164544484E0,1.324012252E2,2.607103506E0,3.018542073E2,1.539146781E1,1.362951660E1
7.212831974E1,4.549953875E1,9.164525859E0,1.321807232E2,1.620233675E0,2.825349236E2,1.533419228E1,1.328849964E1
7.312831306E1,4.549954574E1,9.164515396E0,1.325079700E2,1.551481031E0,3.030388669E2,1.527978047E1,1.101929174E1
7.412830698E1,4.549955359E1,9.164515243E0,1.323946156E2,8.622071200E-1,3.203815132E2,1.522808918E1,1.307691555E1
7.512830138E1,4.549956016E1,9.164513597E0,1.322052418E2,3.795194848E-1,3.203815132E2,1.517898248E1,1.324165578E1
7.612829483E1,4.549956398E1,9.164500640E0,1.320692037E2,3.955566198E-1,3.203815132E2,1.513233109E1,1.254185499E1
7.712828934E1,4.549957576E1,9.164502572E0,1.321049431E2,5.873184182E-1,3.383786471E2,1.508801227E1,1.272966748E1
7.812828434E1,4.549959626E1,9.164488233E0,1.324312678E2,4.199462490E-1,3.073715820E2,1.504590939E1,1.296442605E1
7.912827718E1,4.549959617E1,9.164491137E0,1.321945843E2,3.457474975E-1,3.073715820E2,1.500591165E1,1.246988387E1
8.012827134E1,4.549959873E1,9.164485886E0,1.328830881E2,5.806507225E-1,3.100876465E2,1.496791380E1,1.265565475E1
8.112826538E1,4.549959532E1,9.164487931E0,1.327913848E2,1.059612102E-1,3.100876465E2,1.493181583E1,1.286118912E1
8.212825966E1,4.549959430E1,9.164488025E0,1.327649031E2,0.000000000E0,3.100876465E2,1.489752277E1,1.256545733E1
8.312825358E1,4.549959267E1,9.164493391E0,1.333949497E2,2.502189241E-1,3.100876465E2,1.486494436E1,1.250980141E1
8.412824786E1,4.549959640E1,9.164486967E0,1.331327328E2,5.113646370E-1,3.100876465E2,1.483399487E1,1.242099801E1
8.512824130E1,4.549959262E1,9.164488945E0,1.327112034E2,0.000000000E0,3.100876465E2,1.480459286E1,1.272176777E1
8.612823534E1,4.549960136E1,9.164470110E0,1.328506096E2,9.963927960E-1,3.100876465E2,1.477666093E1,1.275719057E1
8.712822902E1,4.549960912E1,9.164459384E0,1.320650102E2,1.167702901E0,3.173516846E2,1.475012563E1,1.327370008E1
8.812822270E1,4.549962658E1,9.164435956E0,1.319969699E2,1.971179370E0,3.406264038E2,1.472491708E1,1.338133019E1
