"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.779269588688151E9,"2026-05-20 11:33:08.688 UTC+02:00"
"PAUSE",4.913081612531096E1,1.779269637819025E9,"2026-05-20 11:33:57.819 UTC+02:00"
