Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m)
0.554007009,45.08075833,9.20015,64.64420663,0.06948749721,73.36000061,2.0,26.70000076
1.054007009,45.08075833,9.200151667,64.64421042,0.1554461122,96.51000214,2.0,20.70000076
1.713007009,45.08076833,9.200166667,64.44421441,0.2903033197,54.50999832,1.899999976,15.80000019
2.213007009,45.08077833,9.200181667,64.34421839,0.4354549944,36.81999969,1.799999952,15.80000019
2.713007009,45.08077833,9.200181667,64.34421839,0.3402313888,47.93000031,1.799999952,16.10000038
3.213007009,45.08078833,9.200196667,64.14422238,0.2779499888,42.84999847,1.799999952,16.79999924
4.213007009,45.08078667,9.200196667,64.24422741,0.1580197215,63.16999817,1.700000048,15.10000038
5.213007009,45.080785,9.200196667,64.34423243,0.2244188935,97.05999756,1.600000024,12.89999962
6.213007009,45.08078167,9.200201667,64.64425387,0.5991366506,106.3700027,1.600000024,10.30000019
7.213007009,45.08077833,9.200208333,64.7442791,1.14113915,89.16000366,1.600000024,9.5
8.213007009,45.08077833,9.200223333,64.84431324,1.562696695,87.27999878,1.600000024,9.300000191
9.213007009,45.08076833,9.20024,64.84438134,1.837558389,113.2200012,1.600000024,9.300000191
10.21300701,45.08075667,9.200258333,65.04445826,1.84991169,114.6100006,1.600000024,9.100000381
11.21300701,45.08075167,9.200275,64.74451128,1.804616094,96.58999634,1.600000024,8.899999619
12.21300701,45.08074667,9.200298333,64.74457947,1.841676116,111.5500031,1.600000024,8.699999809
13.21300701,45.08074,9.200323333,64.64465649,1.936899781,94.90000153,1.700000048,8.699999809
14.21300701,45.08073833,9.200345,64.24471084,1.816969395,101.1699982,1.600000024,8.399999619
15.21300701,45.080735,9.200365,64.24476642,1.926090598,96.80999756,1.600000024,8.5
16.21300701,45.08073,9.200386667,64.04483082,2.017196417,103.3099976,1.600000024,8.300000191
17.21300701,45.08072667,9.200406667,63.6448864,1.810278058,104.1600037,1.600000024,8.199999809
18.21300701,45.08072167,9.200428333,63.54495081,1.801527739,104.3799973,1.600000024,8.0
19.21300701,45.08071667,9.20045,63.44501521,1.689833045,100.3300018,1.600000024,7.900000095
20.21300701,45.08071167,9.200475,63.4450872,1.871530056,104.25,1.600000024,7.900000095
21.21300701,45.08070833,9.2005,62.84515417,1.872559428,106.2699966,1.600000024,7.900000095
22.21300701,45.080705,9.200521667,62.74521354,1.837043643,107.2200012,1.600000024,7.699999809
23.21300701,45.08070333,9.200535,62.54524892,1.715054393,97.23999786,1.600000024,7.800000191
24.21300701,45.08070333,9.20054,62.64526031,1.55960834,104.4100037,1.5,7.699999809
25.21300701,45.08070333,9.200541667,62.7452641,1.373278856,91.84999847,1.5,7.699999809
26.21300701,45.08070333,9.200541667,62.7452641,1.174081445,77.44999695,1.399999976,7.599999905
27.21300701,45.08070333,9.200541667,62.7452641,0.9959874749,75.75,1.399999976,7.5
28.21300701,45.08070333,9.200541667,62.7452641,0.8184083104,50.43000031,1.299999952,7.800000191
29.21300701,45.08071167,9.200546667,63.04525035,0.6336230636,344.519989,1.299999952,7.400000095
30.21300701,45.080715,9.200548333,63.04524409,0.4498672187,18.95000076,1.299999952,7.5
