"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781181073463395E9,"2026-06-11 14:31:13.463 UTC+02:00"
"PAUSE",1.990546599996742E1,1.781181093369059E9,"2026-06-11 14:31:33.369 UTC+02:00"
