"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778938133820000E9,"2026-05-16 15:28:53.820 UTC+02:00"
"PAUSE",3.000582854170352E1,1.778938163826000E9,"2026-05-16 15:29:23.826 UTC+02:00"
