"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.442750021E-3,1.343247523E0,7.583382618E-1,-5.428449762E-1,1.635258846E0
1.341375004E-2,1.584693675E0,8.490358856E-1,3.806806362E-1,1.837670734E0
2.338475001E-2,2.144773319E0,2.562223586E-1,5.845788932E-1,2.237729870E0
3.335575003E-2,2.074710812E0,3.331857499E-1,2.543895489E-1,2.116636894E0
4.332674999E-2,1.505200047E0,2.044537425E-1,5.632441574E-1,1.620084102E0
5.329775001E-2,1.137907854E0,-6.875857830E-2,1.056503575E0,1.554272123E0
6.326875003E-2,8.913814945E-1,-1.845629767E-1,5.271756077E-1,1.051921377E0
7.323975000E-2,7.701111189E-1,-4.931103140E-2,-3.644569516E-3,7.716968292E-1
8.321075002E-2,3.781215291E-1,-6.375365406E-2,-9.593842471E-1,1.033178858E0
9.318175004E-2,-3.082810698E-1,-2.558741570E-2,-1.279791784E0,1.316646857E0
1.031527500E-1,-8.586065351E-1,-3.570456058E-1,-8.735073602E-1,1.275814193E0
1.131237500E-1,-6.595175399E-1,-4.492988813E-1,-3.050609350E-1,8.543389516E-1
1.230947500E-1,-7.059222858E-1,1.013538820E-1,-1.732869136E-1,7.339122819E-1
1.330657500E-1,-5.629809596E-1,-1.251991197E-1,5.703426772E-1,8.111184562E-1
1.430367500E-1,-7.886652113E-1,-5.771049821E-1,5.260476798E-1,1.109850953E0
1.530077500E-1,-9.796326432E-1,-4.585415751E-2,1.255116534E-1,9.887041492E-1
1.629787500E-1,-5.986812810E-1,1.484344929E-1,-1.067800981E-1,6.259824792E-1
1.729497500E-1,-8.650094555E-1,9.030439854E-2,-6.220408344E-1,1.069266591E0
1.829207500E-1,-4.538666531E-1,2.694838437E-1,-8.138493884E-1,9.700346941E-1
1.928917500E-1,-7.246849045E-1,3.401532921E-1,-5.024144036E-1,9.451416327E-1
2.028627500E-1,-5.066382129E-1,2.107394993E-1,3.953957391E-1,6.763366069E-1
2.128337500E-1,-3.663742536E-1,4.184983805E-1,-1.996204340E-1,5.909478030E-1
2.228047500E-1,-4.486401194E-1,2.839747059E-1,-4.144506454E-1,6.735643457E-1
2.327757500E-1,-3.318448372E-1,-3.149535468E-1,-2.370835447E-1,5.152915096E-1
2.427467500E-1,-1.854910029E-1,3.323966682E-2,-1.462733620E-1,2.385533149E-1
2.527177500E-1,-3.690829032E-1,4.712075213E-1,2.429588270E-1,6.459781027E-1
2.626887500E-1,-4.432342223E-1,5.267168936E-1,1.569340056E-1,7.060563320E-1
2.726597500E-1,-7.757996558E-1,2.616892129E-2,1.274698859E-1,7.866374579E-1
2.826307500E-1,-8.476153046E-1,-3.613295683E-1,1.006598175E-1,9.268997575E-1
2.926017500E-1,-6.074043035E-1,6.912169039E-2,-3.953232336E-1,7.280097905E-1
3.025727500E-1,-7.371738262E-1,3.264629138E-1,-2.793238306E-1,8.532438611E-1
3.125437500E-1,-7.306908721E-1,7.432775885E-2,-5.035622120E-2,7.361857886E-1
3.225147500E-1,-6.297446141E-1,-3.361119890E-1,-3.143720412E-1,7.799867489E-1
3.324857500E-1,-3.500177642E-1,-2.262097701E-1,-3.657129335E-1,5.544630241E-1
3.424567500E-1,-2.110623022E-1,2.464659870E-1,4.351790249E-2,3.273936254E-1
3.524277500E-1,-3.128015156E-1,3.480318305E-1,4.962385744E-1,6.820730650E-1
3.623987500E-1,-2.256018059E-1,1.911127353E-1,4.903018963E-1,5.725523574E-1
3.723697500E-1,-5.564378157E-1,1.297239876E-1,3.697890276E-1,6.805845139E-1
3.823407500E-1,-7.649573100E-1,6.409966305E-1,-1.790440822E-1,1.013949284E0
3.923117500E-1,-9.257313283E-1,6.566203907E-1,-2.558174390E-1,1.163430871E0
4.022827500E-1,-1.033895608E0,5.835284409E-1,-6.448116463E-1,1.351009856E0
4.122537500E-1,-8.652016827E-1,5.084382051E-1,-6.601190722E-1,1.201182979E0
4.222247500E-1,-8.426758692E-1,6.140345344E-1,-4.325840306E-1,1.128835672E0
4.321957500E-1,-4.708745223E-1,5.355134448E-1,-9.544117749E-2,7.194487360E-1
4.421667500E-1,-5.162487696E-1,5.414866680E-1,3.079208082E-1,8.090338855E-1
4.521377500E-1,-3.669786365E-1,3.012196067E-1,-7.411345840E-2,4.805199016E-1
4.621087500E-1,-5.844040614E-1,-4.014622253E-1,1.562200606E-2,7.091854993E-1
4.720797500E-1,-9.478364347E-1,1.279666069E-1,3.303957510E-1,1.011894615E0
4.820507500E-1,-6.739334846E-1,5.394407272E-2,3.566327924E-1,7.643842314E-1
4.920217500E-1,-8.637524503E-1,-3.837653348E-1,9.674393713E-2,9.501071082E-1
5.019927500E-1,-6.503882821E-1,-3.908264324E-1,-3.861015898E-1,8.513663462E-1
5.119637500E-1,-2.774138376E-2,-7.604897448E-1,-3.621338528E-1,8.427663755E-1
5.219347500E-1,1.196121052E-4,-1.292998013E0,-1.630993098E-1,1.303244130E0
5.319057500E-1,-3.782315299E-2,-5.778592730E-1,1.783412468E-1,6.059352528E-1
5.418767500E-1,7.309867412E-2,-5.089825809E-1,1.149007697E0,1.258819038E0
5.518477500E-1,3.320767890E-1,-6.437673336E-1,1.653192052E0,1.804925299E0
5.618187500E-1,3.060647558E-1,-1.156737131E-1,1.036905463E0,1.087303537E0
5.717897500E-1,3.984884411E-1,-1.595939040E-1,5.842929643E-1,7.250251858E-1
5.817607500E-1,3.359170575E-1,-6.854161736E-1,2.398703277E-1,8.001083518E-1
