Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m)
1.058171186,45.0809643,9.200882,63.4452531,,,18.15500069,1.822007298
1.140413308,45.0809643,9.200882,63.4452531,,,18.72900009,1.936807275
1.557171186,45.081185,9.20073,58.74423986,0.1791233271,301.4599915,3.799999952,15.19999981
2.543171186,45.08116167,9.200768333,59.04439748,0.07154639065,222.3899994,2.299999952,13.69999981
3.043171186,45.08115667,9.200773333,59.14442394,0.03036861122,189.9900055,1.899999976,14.19999981
3.543171186,45.08115667,9.200773333,59.14442394,0.03088333271,205.7200012,1.700000048,14.69999981
4.543171186,45.08115667,9.200773333,59.14442394,0.05404583365,198.0599976,1.600000024,14.89999962
6.043171186,45.08115667,9.200773333,59.14442394,0.07360527664,162.8999939,1.5,13.60000038
7.043171186,45.08115667,9.200773333,59.14442394,0.0,162.8999939,1.5,12.0
8.043171186,45.08114,9.200785,59.74450077,0.0,162.8999939,1.399999976,11.5
9.043171186,45.08113833,9.200785,60.0445058,0.03757472336,273.5400085,1.399999976,11.60000038
10.04317119,45.08113667,9.200781667,59.94450324,0.0272802785,136.2700043,1.399999976,11.19999981
11.04317119,45.08113167,9.200775,60.04450315,0.5136927962,213.4799957,1.399999976,11.30000019
12.04317119,45.08112333,9.200768333,60.34451312,1.240480542,215.3899994,1.399999976,11.5
13.04317119,45.08111333,9.200756667,60.74451673,1.414456725,227.9900055,1.5,11.30000019
14.04317119,45.08110333,9.20074,60.64450897,1.499385834,198.9499969,1.600000024,11.5
15.04317119,45.08108833,9.200741667,60.64455801,1.771159172,193.9100037,1.600000024,11.69999981
16.04317119,45.08107167,9.200743333,60.64461208,2.054256439,195.9199982,1.600000024,11.69999981
17.04317119,45.08105167,9.200743333,60.74467241,2.327573776,195.8099976,1.600000024,11.69999981
18.04317119,45.08103333,9.200743333,60.84472771,2.181907415,193.7599945,1.600000024,12.89999962
19.04317119,45.081015,9.20074,60.74477543,2.302352428,190.9799957,1.700000048,13.30000019
20.04317119,45.08098833,9.200735,60.54484449,1.697039127,182.3600006,1.600000024,13.60000038
21.04317119,45.08096667,9.200725,60.14488709,1.895721912,191.5800018,1.600000024,14.30000019
22.04317119,45.080945,9.200718333,60.14493727,2.004328251,188.6300049,1.600000024,14.60000038
23.04317119,45.08092333,9.200706667,59.74497608,2.089257479,179.7299957,1.600000024,13.60000038
24.04317119,45.08090333,9.200706667,60.14503641,2.190657854,186.8500061,1.600000024,13.10000038
25.04317119,45.080885,9.200703333,60.34508412,2.24727726,192.2299957,1.600000024,12.30000019
26.04317119,45.08086167,9.200698333,60.44514313,2.292572737,184.4400024,1.600000024,11.60000038
27.04317119,45.08084167,9.200695,60.74519587,2.287425518,198.8999939,1.600000024,11.89999962
28.04317119,45.080825,9.200685,60.64522338,2.237497568,199.9600067,1.600000024,12.10000038
29.04317119,45.08081333,9.200681667,60.54525099,2.148965359,191.6399994,1.600000024,11.80000019
30.04317119,45.08080167,9.20068,60.54528239,2.039844275,193.1699982,1.600000024,11.39999962
31.04317119,45.080795,9.200676667,60.34529491,1.842190862,175.5099945,1.5,11.39999962
32.04317119,45.080795,9.200676667,60.34529491,1.617257237,178.8999939,1.5,11.69999981
33.04317119,45.080795,9.200676667,60.34529491,1.394382477,209.8500061,1.399999976,9.899999619
34.04317119,45.080795,9.200676667,60.34529491,1.146286368,133.4199982,1.399999976,10.19999981
35.04317119,45.080795,9.200676667,60.34529491,0.0,133.4199982,1.299999952,10.10000038
36.04317119,45.080795,9.200676667,60.34529491,0.0,133.4199982,1.299999952,9.699999809
37.04317119,45.080795,9.200676667,60.34529491,0.0,133.4199982,1.200000048,9.600000381
