"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778936009284000E9,"2026-05-16 14:53:29.284 UTC+02:00"
"PAUSE",3.000724408333190E1,1.778936039291000E9,"2026-05-16 14:53:59.291 UTC+02:00"
