Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m)
1.041821652,45.08075,9.200606667,52.9452713,0.01647111028,352.5700073,2.099999905,32.20000076
1.541821652,45.08075,9.200605,52.94526751,0.04066305608,302.5299988,2.099999905,30.39999962
2.041821652,45.08075333,9.200603333,53.14525366,0.05559,329.2799988,1.899999976,29.5
2.541821652,45.08075333,9.200603333,53.14525366,0.08441444486,352.2900085,1.799999952,22.70000076
3.041821652,45.08075333,9.200603333,53.14525366,0.08184083551,356.1799927,1.799999952,19.79999924
4.041821652,45.08075333,9.200603333,53.14525366,0.02161833271,193.8200073,1.700000048,19.10000038
5.041821652,45.08075333,9.200603333,53.14525366,0.0,193.8200073,1.600000024,19.29999924
6.242821652,45.08075333,9.200603333,53.14525366,0.0,193.8200073,1.600000024,17.29999924
7.242821652,45.08075333,9.200661667,55.54538645,0.0,193.8200073,1.5,16.0
8.242821652,45.080755,9.200663333,56.14538522,0.1760350019,18.03000069,1.5,15.19999981
9.242821652,45.08076167,9.200663333,56.64536511,0.6598739028,10.02000046,1.399999976,14.0
10.24282165,45.08076833,9.200658333,56.54533361,1.360925555,15.31999969,1.5,13.69999981
11.24282165,45.08078,9.200658333,56.34529842,1.697039127,13.44999981,1.5,14.10000038
12.24282165,45.08079333,9.200661667,55.64526579,1.686229944,22.37999916,1.5,13.60000038
13.24282165,45.08080833,9.200668333,55.84523572,1.91219306,7.139999866,1.399999976,13.39999962
14.24282165,45.080825,9.200666667,55.24518165,2.051682711,3.109999895,1.399999976,13.69999981
15.24282165,45.08084833,9.200673333,55.84512644,2.301322937,2.809999943,1.600000024,14.5
16.24282165,45.08086667,9.200665,55.74505217,2.142788649,6.630000114,1.600000024,15.30000019
17.24282165,45.08089,9.200675,56.34500455,2.361030817,3.359999895,1.600000024,16.20000076
18.24282165,45.080915,9.200678333,56.84493672,2.349192142,9.0,1.700000048,16.39999962
19.24282165,45.08093667,9.20069,57.44489792,2.383678675,10.36999989,1.700000048,16.60000038
20.24282165,45.08094333,9.20069,57.04487781,1.95337081,9.710000038,2.099999905,17.29999924
21.24282165,45.08096333,9.200698333,56.34483645,2.183966398,14.02000046,1.899999976,17.29999924
22.24282165,45.08098,9.2007,54.84478997,2.250880241,14.14000034,1.799999952,16.79999924
23.24282165,45.08099833,9.200706667,53.84474984,2.293602228,13.39999962,1.799999952,16.20000076
24.24282165,45.08102,9.200718333,53.44471103,2.338897705,13.32999992,1.799999952,15.60000038
25.24282165,45.08105,9.200733333,54.24465468,2.325515032,17.13999939,1.700000048,15.69999981
26.24282165,45.08107167,9.200746667,54.94461966,2.31213212,25.27000046,1.600000024,16.29999924
27.24282165,45.081085,9.20075,54.84458703,2.27095437,15.27000046,1.899999976,17.70000076
28.24282165,45.08110833,9.200765,55.64455078,2.218452692,11.64000034,2.0,17.29999924
29.24282165,45.08113,9.200765,56.04448542,2.089772224,7.139999866,1.799999952,16.29999924
30.24282165,45.08114,9.200766667,56.44445905,1.87101531,19.64999962,1.700000048,15.10000038
31.24282165,45.08114,9.200766667,56.44445905,1.64814055,343.2600098,1.600000024,14.80000019
32.24282165,45.08114,9.200766667,56.44445905,1.418059707,330.7799988,1.5,12.69999981
33.24282165,45.08114,9.200766667,56.44445905,1.187978864,351.3299866,1.5,10.69999981
34.24282165,45.08114,9.200766667,56.44445905,0.0,351.3299866,1.5,10.80000019
35.24282165,45.08114,9.200766667,56.44445905,0.0,351.3299866,1.399999976,10.10000038
36.24282165,45.08114,9.200766667,56.44445905,0.0,351.3299866,1.299999952,10.19999981
37.24282165,45.08114667,9.200773333,58.94445411,0.0,351.3299866,1.299999952,10.5
