"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.117986679E-3,4.550109585E1,9.156124548E0,1.384246185E2,NaN,NaN,3.868680294E1,3.000000000E1
9.909987450E-3,4.550108807E1,9.156575907E0,1.323972022E2,NaN,NaN,3.736112152E1,3.000000000E1
9.909987450E-3,4.550108807E1,9.156575907E0,1.323972022E2,NaN,NaN,3.736112152E1,3.000000000E1
5.573308468E-2,4.550108788E1,9.156578636E0,1.323967254E2,NaN,NaN,3.735430043E1,3.000000000E1
6.057503223E-1,4.550097079E1,9.156154156E0,1.403487129E2,1.899999976E-1,2.562890625E2,1.326819415E1,1.600000000E1
1.651752234E0,4.550096869E1,9.156074707E0,1.331300240E2,0.000000000E0,NaN,5.315529560E0,4.000000000E0
2.651756763E0,4.550098185E1,9.156034389E0,1.337953072E2,0.000000000E0,NaN,3.781909410E0,4.000000000E0
3.651759982E0,4.550098265E1,9.156023195E0,1.326451607E2,0.000000000E0,NaN,3.513652040E0,3.000000000E0
4.651764154E0,4.550097550E1,9.156025967E0,1.321319771E2,0.000000000E0,NaN,3.515101625E0,3.000000000E0
5.651767135E0,4.550096460E1,9.156037810E0,1.320561714E2,6.999999881E-1,7.031250000E1,3.535515146E0,3.000000000E0
6.652106166E0,4.550095203E1,9.156067817E0,1.314768257E2,6.999999881E-1,7.699218750E1,3.535520863E0,3.000000000E0
7.652101040E0,4.550094591E1,9.156096065E0,1.309729195E2,1.889999986E0,7.769531250E1,3.535523965E0,3.000000000E0
8.652092695E0,4.550093858E1,9.156124060E0,1.306620064E2,2.069999933E0,7.804687500E1,3.535527339E0,3.000000000E0
9.652085423E0,4.550094151E1,9.156151888E0,1.304569283E2,2.069999933E0,7.628906250E1,3.535530026E0,3.000000000E0
1.065206969E1,4.550094914E1,9.156182063E0,1.307538033E2,2.069999933E0,7.101562500E1,3.535531062E0,3.000000000E0
1.165204823E1,4.550095848E1,9.156212909E0,1.309345894E2,2.170000076E0,7.628906250E1,3.535531735E0,3.000000000E0
1.265202641E1,4.550096423E1,9.156238390E0,1.311451607E2,2.170000076E0,7.136718750E1,3.535532205E0,3.000000000E0
1.365200937E1,4.550097045E1,9.156264659E0,1.311451611E2,2.170000076E0,7.136720627E1,2.947845954E0,4.029364438E0
1.465198696E1,4.550097707E1,9.156293219E0,1.312447705E2,2.150000095E0,7.136720609E1,3.172189130E0,4.029364438E0
1.565196490E1,4.550098261E1,9.156320617E0,1.310019726E2,2.259999990E0,7.242189466E1,3.379833065E0,4.029364438E0
1.665194702E1,4.550098781E1,9.156347075E0,1.309866528E2,2.150000095E0,7.207033117E1,3.555771846E0,4.029364438E0
1.765192330E1,4.550099417E1,9.156375025E0,1.310946240E2,2.259999990E0,6.925783179E1,3.820967462E0,4.029364438E0
1.865190113E1,4.550099989E1,9.156403876E0,1.312918897E2,2.299999952E0,6.996095722E1,3.954564084E0,4.029364438E0
1.965188193E1,4.550100656E1,9.156435488E0,1.312956129E2,2.559999943E0,7.031252200E1,4.063656508E0,4.029364438E0
2.065185869E1,4.550101250E1,9.156466886E0,1.313033033E2,2.559999943E0,7.171877218E1,4.152447139E0,4.029364438E0
2.165183902E1,4.550101808E1,9.156495693E0,1.314500928E2,2.440000057E0,7.242189623E1,4.224976155E0,4.029364438E0
2.265181613E1,4.550102474E1,9.156523582E0,1.313159375E2,2.339999914E0,7.101564519E1,4.294604261E0,4.029364438E0
2.365179622E1,4.550103018E1,9.156554376E0,1.309862256E2,2.339999914E0,7.417970805E1,4.402387207E0,4.029364438E0
2.465177834E1,4.550103872E1,9.156590101E0,1.310995070E2,2.690000057E0,7.171877331E1,4.457053739E0,4.029364438E0
2.565176094E1,4.550104662E1,9.156622393E0,1.309699294E2,2.690000057E0,7.136721076E1,4.493305394E0,4.029364438E0
2.665174448E1,4.550105621E1,9.156651623E0,1.310537306E2,2.609999895E0,6.890627222E1,4.497300949E0,4.029364438E0
2.765172923E1,4.550106531E1,9.156684361E0,1.309873243E2,2.599999905E0,6.960939724E1,4.532685202E0,4.029364438E0
2.865171516E1,4.550107293E1,9.156717241E0,1.310775343E2,2.599999905E0,7.277346016E1,4.583666880E0,4.029364438E0
2.965170109E1,4.550108009E1,9.156746173E0,1.310678296E2,2.349999905E0,7.347658306E1,4.610581876E0,4.029364438E0
3.065168834E1,4.550108664E1,9.156780994E0,1.312619825E2,2.579999924E0,7.558596030E1,4.629768192E0,4.029364438E0
3.165167558E1,4.550109197E1,9.156807621E0,1.313394971E2,2.349999905E0,7.628908333E1,4.646226564E0,4.029364438E0
3.265166378E1,4.550110383E1,9.156834632E0,1.317300001E2,2.569999933E0,6.644533400E1,4.635464704E0,4.029364438E0
3.365165293E1,4.550110283E1,9.156874701E0,1.330442330E2,2.357100214E0,7.393319720E1,3.853577791E0,3.606694903E0
3.465164292E1,4.550110527E1,9.156907551E0,1.328501157E2,2.576336388E0,7.245130304E1,3.614310724E0,3.000000000E0
3.565163314E1,4.550110844E1,9.156939208E0,1.327090060E2,2.492895794E0,6.733680143E1,3.271019193E0,3.302502800E0
3.665162373E1,4.550111281E1,9.156965250E0,1.326269162E2,2.282733422E0,7.517004495E1,3.619329162E0,3.203820334E0
