"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.779268785348792E9,"2026-05-20 11:19:45.349 UTC+02:00"
"PAUSE",3.692991979140788E1,1.779268822278219E9,"2026-05-20 11:20:22.278 UTC+02:00"
