"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.114999986E-3,-1.156075372E0,-5.720015323E-1,-2.793033653E-1,1.319737242E0
1.708399999E-2,-8.118437934E-1,-3.725378036E-1,3.181651300E-1,9.482108468E-1
2.705300000E-2,-1.232560315E0,1.294507764E0,2.523535484E-1,1.805169686E0
3.702300001E-2,-5.170781606E-1,2.128221606E0,-7.118710238E-1,2.302923660E0
4.699200002E-2,-1.599295525E-1,5.233638078E-2,-8.792048872E-2,1.898593449E-1
5.696200003E-2,2.131650523E-1,-6.984496173E-1,5.332853633E-1,9.042480225E-1
6.693100004E-2,-7.335687985E-1,4.393247008E-1,-2.774252397E-1,8.989405645E-1
7.689999999E-2,-1.204408932E-1,1.774799227E0,-1.040425487E0,2.060801664E0
8.687000000E-2,-7.542747393E-2,8.005165672E-1,-5.592750674E-1,9.794410035E-1
9.683900001E-2,-5.507200062E-2,-4.363353118E-1,6.998427165E-1,8.265598934E-1
1.068080000E-1,1.739211904E-1,-1.998522761E-1,6.392684859E-1,6.919925648E-1
1.167780000E-1,-8.723962431E-1,6.856886539E-1,-1.960360909E-1,1.126798245E0
1.267470000E-1,-3.049359142E-1,2.600290422E0,-1.319464558E0,2.931805401E0
1.367170000E-1,-6.929402246E-1,1.184510528E0,-1.279250917E0,1.876090151E0
1.466860000E-1,-5.716126559E-2,-3.206765091E-1,-2.424050957E-1,4.060308661E-1
1.566550000E-1,-1.078596476E0,4.813226196E-1,-6.907263225E-1,1.368263379E0
1.666250000E-1,-1.436166796E0,1.611337975E0,-1.133327218E0,2.437912164E0
1.765940000E-1,-1.331898223E0,1.236450175E0,-8.838499153E-1,2.020879162E0
1.865640000E-1,-2.137043446E0,-7.799498633E-1,-2.876613754E-1,2.293038497E0
1.965330000E-1,-8.172461090E-1,-5.100654852E-1,4.580521631E-1,1.066709795E0
2.065020000E-1,-2.161067024E0,6.513201821E-1,3.822120219E-1,2.289217048E0
2.164720000E-1,-1.686916746E0,1.754036642E0,-1.532964528E-1,2.438407769E0
2.264410000E-1,-1.002962668E0,-4.274446204E-1,1.642441946E-1,1.102551211E0
2.364110000E-1,-8.221921957E-1,-1.140527187E0,3.071747035E-1,1.439152032E0
2.463800000E-1,-5.009633804E-1,-3.018277171E-1,8.203117311E-1,1.007459982E0
2.563490000E-1,-9.020455733E-1,1.004242331E0,6.513581890E-1,1.498818323E0
2.663190000E-1,-6.515309742E-1,3.126968139E-1,8.705627024E-1,1.131437725E0
2.762880000E-1,-3.398909714E-1,-5.766108924E-1,1.069148179E0,1.261381712E0
2.862580000E-1,-2.737922732E-1,-4.010394716E-1,1.694615482E0,1.762814936E0
2.962270000E-1,-5.177830425E-1,8.539937398E-1,4.613593483E-1,1.100116828E0
3.061960000E-1,1.213119182E-1,2.639198087E0,-3.736721635E-1,2.668279223E0
3.161660000E-1,2.075724098E-1,9.537203416E-1,-3.748743510E-1,1.045561846E0
3.261350000E-1,9.736665829E-1,-4.182513356E-1,-4.395539117E-1,1.147243843E0
3.361050000E-1,1.458958073E0,2.121331832E-1,-1.480239015E0,2.089178472E0
