"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778935942328000E9,"2026-05-16 14:52:22.328 UTC+02:00"
"PAUSE",3.000983645836823E1,1.778935972338000E9,"2026-05-16 14:52:52.338 UTC+02:00"
