"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.778937182313000E9,"2026-05-16 15:13:02.313 UTC+02:00"
"PAUSE",4.132644750003237E0,1.778937186446000E9,"2026-05-16 15:13:06.446 UTC+02:00"
