"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.781181001912047E9,"2026-06-11 14:30:01.912 UTC+02:00"
"PAUSE",1.922157962503843E1,1.781181021133863E9,"2026-06-11 14:30:21.134 UTC+02:00"
