"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.777127695E1,4.550118537E1,9.157464673E0,1.320959668E2,2.349999905E0,7.558595827E1,3.880757299E0,4.029364438E0
1.877127254E1,4.550118960E1,9.157495675E0,1.321344190E2,2.349999905E0,7.558595827E1,4.024640984E0,4.029364438E0
1.977127433E1,4.550119436E1,9.157528088E0,1.321466260E2,2.390000105E0,7.488283356E1,4.122275629E0,3.713399149E0
2.077127230E1,4.550119948E1,9.157557145E0,1.323761182E2,2.390000105E0,7.453127102E1,4.257179282E0,3.785591610E0
2.177127218E1,4.550120224E1,9.157592266E0,1.323956495E2,2.400000095E0,7.593752125E1,4.748651530E0,3.468181208E0
2.277127016E1,4.550121065E1,9.157627699E0,1.324320265E2,2.569999933E0,7.347658498E1,4.748651530E0,4.467259851E0
2.377126861E1,4.550121461E1,9.157658478E0,1.328965039E2,2.400000095E0,7.875002148E1,4.748651530E0,4.435485884E0
2.477126765E1,4.550121757E1,9.157689561E0,1.329060864E2,2.349999905E0,8.191408373E1,4.748651530E0,4.405547196E0
2.577126622E1,4.550122475E1,9.157722093E0,1.324160962E2,2.349999905E0,7.312502052E1,4.748651530E0,3.751009918E0
2.677126467E1,4.550123011E1,9.157754171E0,1.324068189E2,2.299999952E0,7.312502009E1,4.748651530E0,3.534340643E0
2.777126312E1,4.550123869E1,9.157788271E0,1.321934400E2,2.509999990E0,7.171877175E1,4.748651530E0,3.935758796E0
2.877126193E1,4.550124492E1,9.157816445E0,1.320355420E2,2.299999952E0,7.488283276E1,4.748651530E0,3.857605475E0
2.977126074E1,4.550125601E1,9.157849313E0,1.321794630E2,2.509999990E0,7.074697876E1,2.176776651E1,3.000000000E0
3.077125859E1,4.550126581E1,9.157883321E0,1.318763624E2,2.599999905E0,7.100897980E1,2.179406382E1,3.000000000E0
3.177125800E1,4.550127692E1,9.157914628E0,1.319530225E2,2.509999990E0,7.100897980E1,2.176776651E1,3.000000000E0
3.277125621E1,4.550128657E1,9.157947346E0,1.320247389E2,2.509999990E0,7.100897980E1,2.176776651E1,3.000000000E0
3.377125549E1,4.550132291E1,9.158003404E0,1.322362779E2,2.462107001E0,7.100897980E1,1.424595458E1,7.258394187E0
3.477125394E1,4.550133722E1,9.158034801E0,1.327747412E2,2.701623888E0,7.100897980E1,1.424595459E1,7.367315014E0
3.577125216E1,4.550134462E1,9.158064588E0,1.329246360E2,2.586753634E0,7.100897980E1,1.424595459E1,7.225957397E0
3.677125037E1,4.550134821E1,9.158112455E0,1.326988940E2,2.825113861E0,7.100897980E1,1.424595459E1,7.200825892E0
3.777124953E1,4.550133432E1,9.158117722E0,1.332564026E2,2.551111452E0,7.100897980E1,1.424595457E1,1.410159966E1
3.877124906E1,4.550133719E1,9.158151558E0,1.334789897E2,2.506632521E0,7.100897980E1,1.424595458E1,1.364173978E1
3.977124739E1,4.550134341E1,9.158191330E0,1.329848444E2,2.911391829E0,7.211161041E1,1.424595457E1,1.350498187E1
4.077124572E1,4.550135401E1,9.158218559E0,1.327225046E2,2.519492154E0,7.211161041E1,1.424595453E1,1.324363306E1
4.177124488E1,4.550136461E1,9.158259336E0,1.327107694E2,2.926227825E0,7.211161041E1,1.424595451E1,1.328566305E1
4.277124333E1,4.550137428E1,9.158299164E0,1.327500893E2,3.144401865E0,7.211161041E1,1.424595449E1,1.317218637E1
4.377124238E1,4.550138398E1,9.158330533E0,1.325586638E2,2.877911139E0,7.211161041E1,1.424595448E1,1.312005449E1
4.477126038E1,4.550139290E1,9.158366924E0,1.328314554E2,2.850682954E0,7.211161041E1,1.424595448E1,1.317722424E1
4.577123964E1,4.550140298E1,9.158397706E0,1.327727726E2,2.703349780E0,7.236071777E1,1.424595445E1,1.299589089E1
4.677123833E1,4.550141399E1,9.158432205E0,1.325246737E2,2.900173407E0,7.236071777E1,1.424595443E1,1.317059683E1
4.777123630E1,4.550141671E1,9.158458903E0,1.326642099E2,2.396242512E0,7.236071777E1,1.424595450E1,1.314356138E1
4.877123547E1,4.550142323E1,9.158496978E0,1.324656014E2,2.755393652E0,7.236071777E1,1.424595451E1,1.293037809E1
